title,region,startYear,runtimeMinutes,genres,averageRating,numVotes,tconst,nconst,category,pname,byear,kftitles,Thriller,History,Comedy,Romance,Western,Sci-Fi,News,Family,Drama,Musical,Biography,Adventure,Horror,War,Animation,Action,Sport,Music,Documentary,Crime,Mystery,Fantasy,region_num,nconst_num,category_num
"Chérie, j'ai rétréci les gosses",FR,1989.0,93.0,"Adventure,Comedy,Family",6.4,151976,tt0097523,nm0001242,actor,Matt Frewer,1958,"tt2120120,tt0409459,tt0119282,tt0097523",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1382,2
Indiana Jones et la dernière croisade,FR,1989.0,127.0,"Action,Adventure",8.2,735746,tt0097576,nm0000125,actor,Sean Connery,1930,"tt0094226,tt0055928,tt0117500,tt0059800",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,667,2
Chien de flic,FR,1989.0,101.0,"Action,Comedy,Crime",6.0,33509,tt0097637,nm0000902,actor,Jim Belushi,1954,"tt0097637,tt0072562,tt0117468,tt0095963",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,790,2
Karate kid III,FR,1989.0,112.0,"Action,Drama,Family",5.2,61524,tt0097647,nm0000814,director,John G. Avildsen,1935,"tt0087538,tt0100507,tt0097647,tt0075148",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,150,1
Kickboxer,FR,1989.0,97.0,"Action,Sport,Thriller",6.4,54913,tt0097659,nm0018966,actor,Dennis Alexio,1959,"tt0095867,tt0097659,tt0098917",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1392,2
Pluie noire,FR,1989.0,123.0,Drama,7.9,3492,tt0097694,nm0849095,actress,Yoshiko Tanaka,1956,"tt0097694,tt0104352,tt0237970,tt0097444",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,0
L'Incroyable Défi,FR,1989.0,108.0,Drama,7.4,20057,tt0097722,nm0000151,actor,Morgan Freeman,1937,"tt0097239,tt0114369,tt0468569,tt1057500",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339,2
L'Arme fatale 2,FR,1989.0,114.0,"Action,Crime,Thriller",7.2,172728,tt0097733,nm0000418,actor,Danny Glover,1946,"tt0122151,tt1190080,tt0093409,tt0104714",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,359,2
Leviathan,FR,1989.0,98.0,"Adventure,Horror,Mystery",5.8,20571,tt0097737,nm0005301,actress,Amanda Pays,1959,"tt0092402,tt0089568,tt0106179,tt0097737",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1406,0
Permis de tuer,FR,1989.0,133.0,"Action,Adventure,Thriller",6.6,102627,tt0097742,nm0001096,actor,Timothy Dalton,1946,"tt0093428,tt0080745,tt0425112,tt0097742",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,964,2
La petite sirène,FR,1989.0,83.0,"Adventure,Animation,Comedy",7.6,254707,tt0097757,nm0166256,director,Ron Clements,1953,"tt0103639,tt0780521,tt3521164,tt0119282",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,657,1
Haute Sécurité,FR,1989.0,109.0,"Action,Crime,Drama",6.4,42577,tt0097770,nm0025309,actor,John Amos,1939,"tt0070991,tt0094898,tt0099423,tt0097770",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1415,2
"Allô maman, ici bébé!",FR,1989.0,93.0,Comedy,5.9,81862,tt0097778,nm0000237,actor,John Travolta,1954,"tt0076666,tt0077631,tt0110912,tt0113161",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,2
Kiki la petite sorcière,FR,1989.0,103.0,"Animation,Family,Fantasy",7.8,139242,tt0097814,nm0757290,actress,Rei Sakuma,1965,"tt0096816,tt0161032,tt0097814,tt0279206",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1422,0
Les indians,FR,1989.0,107.0,"Comedy,Sport",7.2,67859,tt0097815,nm0000297,actor,Tom Berenger,1949,"tt0097815,tt0091763,tt0085244,tt1375666",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,764,2
Les Feebles,FR,1989.0,97.0,"Comedy,Music,Musical",6.6,21032,tt0097858,nm0001392,director,Peter Jackson,1961,"tt0120737,tt0360717,tt0092610,tt0167261",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,852,1
My Left Foot,FR,1989.0,103.0,"Biography,Drama",7.9,73110,tt0097937,nm0002084,actress,Brenda Fricker,1945,"tt0117913,tt0097937,tt0104431,tt0108174",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1429,0
Mystery Train,FR,1989.0,110.0,"Comedy,Crime,Drama",7.5,27906,tt0097940,nm0473802,actress,Yûki Kudô,1971,"tt1135092,tt0097940,tt0293564,tt0397535",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1432,0
Le sapin a les boules,FR,1989.0,97.0,Comedy,7.5,184667,tt0097958,nm0000496,actress,Juliette Lewis,1973,"tt0116367,tt0101540,tt0110632,tt1322269",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436,0
L'enfant du cauchemar,FR,1989.0,89.0,"Fantasy,Horror",5.0,44923,tt0097981,nm0368397,actor,Danny Hassel,1967,"tt0097981,tt14190404,tt0081930,tt0095742",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1439,2
Portrait craché d'une famille modèle,FR,1989.0,124.0,"Comedy,Drama",7.0,48885,tt0098067,nm0001848,actress,Dianne Wiest,1946,"tt0099487,tt0109348,tt0091167,tt0115685",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
Cimetière,FR,1989.0,103.0,"Fantasy,Horror,Thriller",6.5,101831,tt0098084,nm0005116,director,Mary Lambert,1951,"tt0098084,tt2741602,tt0163676",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1445,1
Police academy 6 - S.O.S. ville en état de choc,FR,1989.0,84.0,"Comedy,Crime",4.3,30976,tt0098105,nm0807571,actor,Bubba Smith,1945,"tt0093756,tt0098105,tt0087928,tt0095882",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,228,2
Punisher,FR,1989.0,89.0,"Action,Crime,Thriller",5.6,23457,tt0098141,nm0001283,actor,Louis Gossett Jr.,1936,"tt0084434,tt0089092,tt0075572,tt0085750",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,378,2
Road House,FR,1989.0,114.0,"Action,Thriller",6.6,70866,tt0098206,nm0000664,actor,Patrick Swayze,1952,"tt0098206,tt0092890,tt0102685,tt0099653",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,239,2
Red Dawn,US,1989.0,96.0,"Drama,Thriller",8.0,1774,tt0098214,nm0737938,actress,María Rojo,1943,"tt0093430,tt0101658,tt0125061,tt0112619",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1454,0
Santa sangre,FR,1989.0,123.0,"Drama,Horror,Thriller",7.5,20855,tt0098253,nm0830967,actor,Guy Stockwell,1933,"tt0096684,tt0071110,tt0059896,tt0060155",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1458,2
Un monde pour nous,FR,1989.0,100.0,"Comedy,Drama,Romance",7.3,88457,tt0098258,nm0000666,actress,Lili Taylor,1967,"tt3488298,tt0116594,tt1457767",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199,0
Mélodie pour un meurtre,FR,1989.0,113.0,"Crime,Drama,Mystery",6.8,40414,tt0098273,nm0000422,actor,John Goodman,1952,"tt1179933,tt1907668,tt1024648,tt0101410",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1026,2
"Pas nous, pas nous",FR,1989.0,103.0,"Comedy,Crime",6.8,53789,tt0098282,nm0000220,actress,Joan Severance,1958,"tt0112519,tt0099141,tt0115696,tt0098282",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1467,0
Le septième continent,FR,1989.0,104.0,Drama,7.7,14901,tt0098327,nm0231085,actress,Birgit Doll,1958,"tt0098327,tt0079203,tt0086470,tt0080518",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,0
Star trek V - L'ultime frontière,FR,1989.0,107.0,"Action,Adventure,Fantasy",5.4,59290,tt0098382,nm0001150,actor,James Doohan,1920,"tt0102975,tt0060028,tt0084726,tt0092007",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,271,2
Potins de femmes,FR,1989.0,117.0,"Comedy,Drama,Romance",7.3,53465,tt0098384,nm0000398,actress,Sally Field,1946,"tt0098384,tt0076729,tt0443272,tt0109830",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,0
Guerre d'hiver,FR,1989.0,199.0,"Drama,History,War",7.6,8177,tt0098437,nm0896801,actor,Vesa Vierikko,1956,"tt0137912,tt0098437,tt1404661,tt0133906",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477,2
Tango & Cash,FR,1989.0,104.0,"Action,Comedy,Crime",6.4,103838,tt0098439,nm0000230,actor,Sylvester Stallone,1946,"tt0084602,tt3076658,tt0089927,tt0075148",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,492,2
A Vida e a Música de Thelonious Monk,BR,1988.0,90.0,"Biography,Documentary,Music",7.6,1208,tt0098465,nm0959020,director,Charlotte Zwerin,1931,"tt0064921,tt0420153,tt0065780,tt0419891",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8,1484,1
Turner & Hooch,FR,1989.0,97.0,"Comedy,Crime,Drama",6.2,69975,tt0098536,nm0001858,actress,Mare Winningham,1959,"tt0090060,tt0098536,tt0097889,tt2431286",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1485,0
Télé ringards,FR,1989.0,97.0,"Comedy,Sci-Fi",6.9,28184,tt0098546,nm0946148,actor,'Weird Al' Yankovic,1959,"tt1311067,tt0110622,tt1868207,tt0098546",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487,2
L'oncle Buck,FR,1989.0,100.0,Comedy,7.0,93786,tt0098554,nm0000455,director,John Hughes,1950,"tt0093748,tt0098554,tt0091042,tt0090305",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,1
L'architecture du chaos,FR,1989.0,119.0,"Documentary,History",8.0,1058,tt0098559,nm0004486,actor,Bruno Ganz,1941,"tt0075675,tt0363163,tt4003440,tt0093191",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,933,2
Ne tirez pas sur le cerf-volant,FR,1989.0,100.0,"Crime,Drama",8.3,6633,tt0098573,nm0082189,actor,Ozan Bilen,1984,"tt2118669,tt9732208,tt1245656,tt0098573",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1495,2
La guerre des Rose,FR,1989.0,116.0,"Comedy,Romance",6.8,52302,tt0098621,nm0000140,actor,Michael Douglas,1944,"tt0093010,tt0103772,tt0094291,tt1291580",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,2
Nous ne sommes pas des anges,FR,1989.0,106.0,"Comedy,Crime",6.1,23105,tt0098625,nm0000576,actor,Sean Penn,1960,"tt0315733,tt0112818,tt0327056,tt1013753",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1104,2
Week-end chez Bernie,FR,1989.0,97.0,"Adventure,Comedy,Crime",6.4,54948,tt0098627,nm0467646,director,Ted Kotcheff,1931,"tt0083944,tt0067541,tt0071155,tt0098627",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1502,1
Quand Harry rencontre Sally...,FR,1989.0,95.0,"Comedy,Drama,Romance",7.7,212295,tt0098635,nm0000212,actress,Meg Ryan,1961,"tt0128853,tt0108160,tt0120632,tt0098635",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sexe, mensonges & vidéo",FR,1989.0,100.0,Drama,7.2,54341,tt0098724,nm0001251,actor,Peter Gallagher,1955,"tt0362359,tt0280590,tt0169547,tt0114924",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,2
"Tels pères, telle fille",FR,1990.0,104.0,"Comedy,Drama,Family",5.4,24504,tt0098966,nm0000633,actor,Tom Selleck,1945,"tt0119360,tt0080240,tt1595859,tt0094137",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,2
A Vingança de Vijay,BR,1990.0,174.0,"Action,Crime,Drama",7.6,8894,tt0098999,nm0002172,director,Mukul Anand,1951,"tt13782010,tt0092026,tt0098999,tt0104607",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,8,1509,1
Air America,FR,1990.0,113.0,"Action,Comedy,War",5.8,28537,tt0099005,nm0000154,actor,Mel Gibson,1956,"tt0117438,tt0104714,tt0112573,tt0118883",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,84,2
48 heures de plus,FR,1990.0,95.0,"Action,Comedy,Crime",5.9,41211,tt0099044,nm0001353,director,Walter Hill,1942,"tt0103644,tt0090605,tt0083511,tt0080120",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,285,1
Arachnophobie,FR,1990.0,109.0,"Comedy,Horror,Thriller",6.5,68838,tt0099052,nm0001099,actor,Jeff Daniels,1955,"tt0367089,tt0109686,tt0089853,tt2080374",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,481,2
L'éveil,FR,1990.0,121.0,"Biography,Drama",7.8,137184,tt0099077,nm0001508,director,Penny Marshall,1943,"tt0094737,tt0104694,tt0099077,tt0074016",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1094,1
Retour vers le futur 3,FR,1990.0,118.0,"Adventure,Comedy,Sci-Fi",7.4,433990,tt0099088,nm0000709,director,Robert Zemeckis,1951,"tt0088763,tt0109830,tt1907668,tt0118884",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,253,1
Comme un oiseau sur la branche,FR,1990.0,110.0,"Action,Comedy",6.0,43992,tt0099141,nm0000154,actor,Mel Gibson,1956,"tt0117438,tt0104714,tt0112573,tt0118883",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84,2
Le bûcher des vanités,FR,1990.0,125.0,"Comedy,Drama,Romance",5.6,24826,tt0099165,nm0000246,actor,Bruce Willis,1955,"tt0095016,tt0167404,tt0110912,tt0088571",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,2
"Chucky, la poupée de sang",FR,1990.0,84.0,"Horror,Thriller",5.9,50336,tt0099253,nm0253705,actress,Christine Elise,1965,"tt8179162,tt0108757,tt8388390,tt0098749",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1521,0
Le château de ma mère,FR,1990.0,98.0,"Adventure,Biography,Comedy",7.6,5208,tt0099266,nm0656801,actor,Didier Pain,1947,"tt0099266,tt0089670,tt0108500,tt0091288",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1525,2
City Life,AR,1990.0,251.0,"Documentary,Drama",8.3,4110,tt0099273,nm0460007,director,Clemens Klopfenstein,1944,"tt0122699,tt0241053,tt0095561,tt0084382",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1530,1
Cry-Baby,FR,1990.0,85.0,"Comedy,Musical",6.4,59012,tt0099329,nm0879073,actress,Susan Tyrrell,1945,"tt0068575,tt0080752,tt0075679,tt0099329",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1536,0
Cyrano de Bergerac,FR,1990.0,137.0,"Comedy,Drama,History",7.5,24066,tt0099334,nm0001641,actor,Vincent Perez,1964,"tt0238546,tt0115986,tt0099334,tt0118756",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539,2
Danse avec les loups,FR,1990.0,181.0,"Adventure,Drama,Western",8.0,258411,tt0099348,nm0000126,actor,Kevin Costner,1955,"tt0099348,tt0103855,tt0102798,tt0119925",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,541,2
Darkman,FR,1990.0,96.0,"Action,Sci-Fi,Thriller",6.4,63157,tt0099365,nm0000531,actress,Frances McDormand,1957,"tt0116282,tt5027774,tt1748122,tt0181875",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73,0
Jours de tonnerre,FR,1990.0,107.0,"Action,Drama,Sport",6.0,85783,tt0099371,nm0000173,actress,Nicole Kidman,1967,"tt0274558,tt0203009,tt0276919,tt0935075",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1326,0
Dick Tracy,FR,1990.0,105.0,"Action,Comedy,Crime",6.2,61053,tt0099422,nm0000199,actor,Al Pacino,1940,"tt0070666,tt0099422,tt0072890,tt0068646",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,2
58 minutes pour vivre,FR,1990.0,124.0,"Action,Thriller",7.1,356195,tt0099423,nm0001817,actor,Reginald VelJohnson,1952,"tt0087332,tt0095016,tt0096579,tt0099423",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1117,2
"La Bande à Picsou, le film : Le Trésor de la lampe perdue",FR,1990.0,74.0,"Adventure,Animation,Comedy",6.8,26555,tt0099472,nm0853122,actress,Russi Taylor,1944,"tt0099472,tt0096438,tt0462538,tt0120595",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1550,0
Edward aux mains d'argent,FR,1990.0,105.0,"Drama,Fantasy,Romance",7.9,475409,tt0099487,nm0001848,actress,Dianne Wiest,1946,"tt0099487,tt0109348,tt0091167,tt0115685",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,119,0
The Tenants,GB,1987.0,109.0,"Comedy,Drama",7.7,2421,tt0099492,nm0267531,actress,Farimah Farjami,1950,"tt0193373,tt0104972,tt0096141,tt0317822",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1554,0
L'Exorciste : La Suite,FR,1990.0,110.0,"Drama,Horror,Mystery",6.4,31124,tt0099528,nm0001715,actor,George C. Scott,1927,"tt0066206,tt0057012,tt0054997,tt0080516",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1559,2
Opération Condor,FR,1991.0,106.0,"Action,Adventure,Comedy",7.2,20388,tt0099558,nm0000329,actor,Jackie Chan,1954,"tt0120812,tt0089374,tt0266915,tt0127357",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,417,2
L'expérience interdite,FR,1990.0,115.0,"Drama,Horror,Sci-Fi",6.5,85649,tt0099582,nm0000102,actor,Kevin Bacon,1958,"tt0087277,tt0164052,tt0327056,tt0361127",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120,2
Premiers pas dans la Mafia,FR,1990.0,102.0,"Comedy,Crime",6.4,20125,tt0099615,nm0456124,actor,Bruno Kirby,1949,"tt0117665,tt0101587,tt0098635,tt0093105",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1504,2
Wounded,US,1990.0,163.0,"Action,Crime,Drama",7.7,4432,tt0099652,nm0792866,actress,Meenakshi Sheshadri,1963,"tt0363786,tt0156659,tt0106655,tt0363787",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1569,0
Ghost,FR,1990.0,127.0,"Drama,Fantasy,Romance",7.1,211995,tt0099653,nm0958387,director,Jerry Zucker,1950,"tt0083466,tt0099653,tt0088286,tt0080339",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,311,1
La gloire de mon père,FR,1990.0,105.0,"Adventure,Biography,Drama",7.6,6500,tt0099669,nm0513375,actress,Thérèse Liotard,1949,"tt0099266,tt0168316,tt0099406,tt0099669",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1573,0
"Le parrain, 3e partie",FR,1990.0,162.0,"Crime,Drama",7.6,385913,tt0099674,nm0000199,actor,Al Pacino,1940,"tt0070666,tt0099422,tt0072890,tt0068646",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,2
Les affranchis,FR,1990.0,145.0,"Biography,Crime,Drama",8.7,1110183,tt0099685,nm0000217,director,Martin Scorsese,1942,"tt0070379,tt0106226,tt0099685,tt0075314",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,322,1
Green Card,FR,1990.0,107.0,"Comedy,Drama,Romance",6.3,24253,tt0099699,nm0001564,actress,Bebe Neuwirth,1958,"tt0251127,tt0162677,tt0083399,tt0113497",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,0
Gremlins 2 : La Nouvelle Génération,FR,1990.0,106.0,"Comedy,Fantasy,Horror",6.4,101642,tt0099700,nm0001102,director,Joe Dante,1946,"tt0122718,tt0087363,tt0082533,tt0093260",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,130,1
Les arnaqueurs,FR,1990.0,110.0,"Crime,Drama,Thriller",6.9,27651,tt0099703,nm0000906,actress,Annette Bening,1958,"tt0842926,tt4385888,tt0169547,tt0099703",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1144,0
Hamlet,FR,1990.0,135.0,Drama,6.7,22326,tt0099726,nm0000335,actress,Glenn Close,1947,"tt0093010,tt2015381,tt0094947,tt3750872",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0
Échec et mort,FR,1990.0,96.0,"Action,Crime,Drama",5.8,29714,tt0099739,nm0001456,actress,Kelly LeBrock,1960,"tt0088414,tt0090305,tt0120901,tt0099739",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,570,0
"Henry, portrait d'un serial killer",FR,1986.0,83.0,"Biography,Crime,Drama",7.0,35438,tt0099763,nm0740264,actor,Michael Rooker,1955,"tt2015381,tt0099763,tt3896198,tt0439815",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1465,2
Europa Europa,FR,1990.0,112.0,"Drama,History,War",7.6,16156,tt0099776,nm0002140,director,Agnieszka Holland,1948,"tt0099776,tt0111507,tt6828390,tt5328350",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,1
"Maman, j'ai raté l'avion!",FR,1990.0,103.0,"Comedy,Family",7.7,550882,tt0099785,nm0001334,actor,John Heard,1946,"tt0406816,tt0099785,tt0099077,tt0094737",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089,2
À la poursuite d'Octobre Rouge,FR,1990.0,135.0,"Action,Adventure,Thriller",7.6,194709,tt0099810,nm0001277,actor,Scott Glenn,1939,"tt0099810,tt0101393,tt0102926,tt0978764",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,540,2
L'échelle de Jacob,FR,1990.0,113.0,"Drama,Horror,Mystery",7.4,106161,tt0099871,nm0001490,director,Adrian Lyne,1941,"tt0107211,tt0093010,tt0085549,tt0099871",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,750,1
Joe contre le volcan,FR,1990.0,102.0,"Comedy,Romance",5.9,36768,tt0099892,nm0000212,actress,Meg Ryan,1961,"tt0128853,tt0108160,tt0120632,tt0098635",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ju Dou : Le Sang du père,FR,1990.0,95.0,"Drama,Romance",7.6,8307,tt0099902,nm0955443,director,Yimou Zhang,1951,"tt0101640,tt0385004,tt0473444,tt0299977",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596,1
Un flic à la maternelle,FR,1990.0,111.0,"Action,Comedy,Crime",6.2,146086,tt0099938,nm0000216,actor,Arnold Schwarzenegger,1947,"tt0216216,tt0107362,tt0103064,tt0088247",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,96,2
Le roi de New York,FR,1990.0,103.0,"Crime,Thriller",6.9,36716,tt0099939,nm0000686,actor,Christopher Walken,1943,"tt0114194,tt0077416,tt0427327,tt0264464",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,565,2
Leon,FR,1990.0,108.0,"Action,Crime,Drama",6.2,35892,tt0100029,nm0504802,director,Sheldon Lettich,1951,"tt0101764,tt0100029,tt3369806,tt0095956",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1606,1
Un compagnon de longue date,FR,1989.0,96.0,"Drama,Romance",7.6,5732,tt0100049,nm0128462,actor,Stephen Caffrey,1959,"tt1466074,tt3551796,tt0092468,tt1623742",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610,2
"Allô maman, c'est encore moi",FR,1990.0,81.0,"Comedy,Family,Romance",4.6,46460,tt0100050,nm0002132,director,Amy Heckerling,1954,"tt0115137,tt3973820,tt0097778,tt0083929",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,1
L'île oubliée,FR,1990.0,90.0,"Adventure,Drama,Thriller",6.4,30658,tt0100054,nm0393591,director,Harry Hook,1960,"tt0093354,tt0100054,tt0295875,tt0084687",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1616,1
Désigné pour mourir,FR,1990.0,93.0,"Action,Crime,Drama",5.9,22001,tt0100114,nm0514546,director,Dwight H. Little,1956,"tt0119731,tt0366174,tt0411951,tt0115759",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1152,1
Memphis Belle,FR,1990.0,107.0,"Action,Drama,War",6.9,28206,tt0100133,nm0000655,actor,Eric Stoltz,1961,"tt0094006,tt0089560,tt0110912,tt0289879",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,437,2
