title,region,startYear,runtimeMinutes,genres,averageRating,numVotes,tconst,nconst,category,pname,byear,kftitles,Thriller,History,Comedy,Romance,Western,Sci-Fi,News,Family,Drama,Musical,Biography,Adventure,Horror,War,Animation,Action,Sport,Music,Documentary,Crime,Mystery,Fantasy,region_num,nconst_num,category_num
Men at Work,FR,1990.0,98.0,"Action,Comedy,Crime",5.9,24631,tt0100135,nm0394012,actress,Leslie Hope,1965,"tt6156584,tt5232792,tt8262686,tt1683421",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1625,0
Les 2 sirènes,FR,1990.0,110.0,"Comedy,Drama,Romance",6.7,31220,tt0100140,nm0000907,director,Richard Benjamin,1938,"tt0070291,tt0070909,tt0073766,tt0118954",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,1
Miller's Crossing: Un cadavre sous le chapeau,FR,1990.0,115.0,"Crime,Drama,Thriller",7.7,133595,tt0100150,nm0000321,actor,Gabriel Byrne,1950,"tt0146675,tt0114814,tt0100150,tt7784604",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1626,2
Ponto de Mutação,BR,1990.0,112.0,Drama,7.6,3075,tt0100151,nm0003464,director,Bernt Amadeus Capra,1941,"tt0088258,tt0438315,tt0108550,tt0319969",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1630,1
Misery,FR,1990.0,107.0,"Drama,Thriller",7.8,202317,tt0100157,nm0001661,director,Rob Reiner,1947,"tt0160916,tt0993846,tt0066626,tt0088258",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,1
Un pourri au paradis,FR,1990.0,97.0,"Comedy,Crime",6.2,20715,tt0100212,nm0000188,actor,Steve Martin,1945,"tt0383216,tt0102250,tt0079367,tt0093886",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,815,2
Close-Up,FR,1990.0,98.0,"Biography,Crime,Drama",8.2,19137,tt0100234,nm0452102,director,Abbas Kiarostami,1940,"tt1020773,tt0209463,tt0111845,tt0120265",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,945,1
L'Histoire sans fin II : Un nouveau chapitre,FR,1990.0,90.0,"Adventure,Drama,Family",5.0,25912,tt0100240,nm0794128,actor,John Wesley Shipp,1955,"tt3107288,tt0118300,tt0106079,tt0100240",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1637,2
La nuit des morts-vivants,FR,1990.0,92.0,Horror,6.8,41685,tt0100258,nm0869981,actor,Tom Towles,1950,"tt0251736,tt0106950,tt0100258,tt0099763",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1588,2
Cabal,FR,1990.0,102.0,"Action,Fantasy,Horror",6.4,22652,tt0100260,nm0000343,actor,David Cronenberg,1943,"tt0115964,tt0094964,tt0091064,tt0120907",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,641,2
Nikita,FR,1990.0,117.0,"Action,Thriller",7.3,71440,tt0100263,nm0001594,actress,Anne Parillaud,1960,"tt0100263,tt0104511,tt0104812,tt0120744",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1647,0
Fenêtre sur Pacifique,FR,1990.0,102.0,Thriller,6.4,20133,tt0100318,nm0000429,actress,Melanie Griffith,1957,"tt0096463,tt0091983,tt0086984,tt0119558",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Predator 2,FR,1990.0,108.0,"Action,Horror,Sci-Fi",6.2,158196,tt0100403,nm0394280,director,Stephen Hopkins,1958,"tt0352520,tt0100403,tt0120738,tt0097981",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1440,1
Présumé innocent,FR,1990.0,127.0,"Mystery,Thriller",6.9,41384,tt0100404,nm0000627,actress,Greta Scacchi,1960,"tt0117442,tt0105151,tt0116191,tt0217629",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1652,0
Pretty Woman,FR,1990.0,119.0,"Comedy,Romance",7.1,314787,tt0100405,nm0000624,actress,Laura San Giacomo,1962,"tt0102744,tt0098724,tt0118364,tt0100405",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507,0
Junior le terrible,FR,1990.0,81.0,"Comedy,Family",5.4,30440,tt0100419,nm0000615,actor,John Ritter,1948,"tt0100419,tt0075596,tt0117666,tt0307987",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656,2
Pump Up the Volume,FR,1990.0,102.0,"Comedy,Drama,Music",7.2,28531,tt0100436,nm0610496,director,Allan Moyle,1947,"tt0100436,tt0213121,tt0112950,tt0078183",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1661,1
Hold-up à New York,FR,1990.0,89.0,"Comedy,Crime",6.8,20537,tt0100449,nm0001642,actor,Randy Quaid,1950,"tt0097958,tt0116629,tt0116778,tt0388795",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1547,2
Bernard et Bianca au pays des kangourous,FR,1990.0,77.0,"Adventure,Animation,Comedy",6.8,42042,tt0100477,nm0125186,director,Hendel Butoy,1958,"tt0120910,tt0088814,tt0091149,tt0100477",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1665,1
RoboCop 2,FR,1990.0,117.0,"Action,Crime,Sci-Fi",5.8,85615,tt0100502,nm0000693,actor,Peter Weller,1947,"tt0086856,tt0100502,tt0102511,tt0093870",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,43,2
Rocky V,FR,1990.0,104.0,"Drama,Sport",5.3,135058,tt0100507,nm0000230,actor,Sylvester Stallone,1946,"tt0084602,tt3076658,tt0089927,tt0075148",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,492,2
La relève,FR,1990.0,120.0,"Action,Crime,Drama",5.9,27136,tt0100514,nm0000471,actor,Raul Julia,1940,"tt0101272,tt0100404,tt0111301,tt0106220",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1249,2
Rosencrantz & Guildenstern sont morts,FR,1990.0,117.0,"Comedy,Drama",7.3,21957,tt0100519,nm0000619,actor,Tim Roth,1961,"tt0114287,tt0110912,tt3460252,tt0133152",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1673,2
Ils vont tous bien!,FR,1990.0,118.0,Drama,7.7,3961,tt0100681,nm0146848,actress,Valeria Cavalli,1959,"tt0119013,tt2404461,tt8126544,tt0113483",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676,0
Les anges de la nuit,FR,1990.0,134.0,"Action,Crime,Drama",7.2,22223,tt0100685,nm0423333,director,Phil Joanou,1961,"tt0096328,tt0104265,tt0100685,tt0094138",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1262,1
Les tortues ninja,FR,1990.0,93.0,"Action,Adventure,Comedy",6.7,92379,tt0100758,nm0000480,actor,Elias Koteas,1961,"tt0822854,tt0120863,tt0114194,tt0100758",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1615,2
Total Recall,FR,1990.0,113.0,"Action,Adventure,Sci-Fi",7.5,322904,tt0100802,nm0001797,actress,Rachel Ticotin,1958,"tt0106856,tt0406759,tt0118880,tt0100802",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1683,0
Tremors,FR,1990.0,96.0,"Comedy,Horror",7.1,134315,tt0100814,nm0881038,director,Ron Underwood,1953,"tt0107091,tt0101587,tt0120751,tt0100814",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1686,1
Sailor & Lula,FR,1990.0,125.0,"Comedy,Crime,Drama",7.2,91492,tt0100935,nm0000115,actor,Nicolas Cage,1964,"tt0435705,tt0119094,tt0117500,tt0113627",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67,2
Les sorcières,FR,1990.0,91.0,"Adventure,Comedy,Family",6.8,48902,tt0100944,nm0001378,actress,Anjelica Huston,1951,"tt0100944,tt0099703,tt0101272,tt0120631",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1581,0
Young Guns II,FR,1990.0,104.0,"Action,Western",6.5,35551,tt0100994,nm0000662,actor,Kiefer Sutherland,1966,"tt0183649,tt0790686,tt1527186,tt0285331",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1274,2
Rêves (Dreams),FR,1990.0,119.0,"Drama,Fantasy",7.7,26033,tt0100998,nm0000041,director,Akira Kurosawa,1910,"tt0051808,tt0089881,tt0047478,tt0080979",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,501,1
Attache-moi!,FR,1989.0,101.0,"Comedy,Crime,Drama",7.0,28818,tt0101026,nm0000104,actor,Antonio Banderas,1960,"tt0120746,tt0285823,tt0120657,tt1189073",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1193,2
Nos années sauvages,FR,1990.0,100.0,"Crime,Drama,Romance",7.5,21444,tt0101258,nm0939182,director,Kar-Wai Wong,1956,"tt0118694,tt0118845,tt1462900,tt0212712",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1701,1
La famille Addams,FR,1991.0,99.0,"Comedy,Fantasy",6.9,150418,tt0101272,nm0000502,actor,Christopher Lloyd,1938,"tt0088763,tt0088930,tt0096438,tt0106220",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,327,2
Le visiteur,FR,1991.0,120.0,Drama,8.0,3856,tt0101279,nm0212541,actor,Dipankar Dey,1944,"tt4265964,tt0087886,tt2266600,tt5304172",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,2
L'amant,FR,1992.0,115.0,"Biography,Drama,Romance",6.8,21009,tt0101316,nm0000269,director,Jean-Jacques Annaud,1943,"tt0091605,tt0120102,tt0215750,tt2909116",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,743,1
Les amants du Pont-Neuf,FR,1991.0,125.0,"Drama,Romance",7.6,13897,tt0101318,nm0345046,actor,Klaus-Michael Grüber,1941,"tt0885471,tt0101318,tt0402176,tt1045902",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,2
Fievel au Far West,FR,1991.0,75.0,"Adventure,Animation,Family",6.4,25936,tt0101329,nm0000092,actor,John Cleese,1939,"tt0071853,tt0085959,tt0063929,tt0095159",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1125,2
Backdraft,FR,1991.0,137.0,"Action,Crime,Drama",6.7,78727,tt0101393,nm0000165,director,Ron Howard,1954,"tt0367279,tt0088933,tt0112384,tt0268978",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,269,1
Barton Fink,FR,1991.0,116.0,"Comedy,Drama,Thriller",7.6,119605,tt0101410,nm0001114,actress,Judy Davis,1955,"tt0104466,tt2910904,tt0102511,tt0101410",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720,0
La Belle et la Bête,FR,1991.0,84.0,"Animation,Family,Fantasy",8.0,439782,tt0101414,nm0181425,actor,Jesse Corti,1955,"tt0286716,tt2948356,tt0101414,tt3276924",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1722,2
Les folles aventures de Bill et Ted,FR,1991.0,93.0,"Adventure,Comedy,Fantasy",6.3,74855,tt0101452,nm0000206,actor,Keanu Reeves,1964,"tt0234215,tt0102685,tt0133093,tt0111257",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1299,2
"Boyz'n the Hood, la loi de la rue",FR,1991.0,112.0,"Crime,Drama",7.8,137398,tt0101507,nm0000401,actor,Laurence Fishburne,1961,"tt1598778,tt0327056,tt0234215,tt0133093",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1605,2
Bugsy,FR,1991.0,136.0,"Biography,Crime,Drama",6.8,28702,tt0101516,nm0000906,actress,Annette Bening,1958,"tt0842926,tt4385888,tt0169547,tt0099703",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1144,0
Les Nerfs à vif,FR,1991.0,128.0,"Crime,Thriller",7.3,189063,tt0101540,nm0000560,actor,Nick Nolte,1941,"tt0102713,tt0118564,tt0120863,tt1291584",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1514,2
City Slickers,FR,1991.0,113.0,"Comedy,Western",6.8,55555,tt0101587,nm0827663,actor,Daniel Stern,1957,"tt0104431,tt0099785,tt0094582,tt0101587",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407,2
Les Commitments,FR,1991.0,118.0,"Comedy,Drama,Music",7.6,35139,tt0101605,nm0000570,director,Alan Parker,1944,"tt0095647,tt0116250,tt0101605,tt0077928",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,1
La p'tite arnaqueuse,FR,1991.0,101.0,"Comedy,Drama,Family",5.8,21604,tt0101635,nm0315288,actor,John Getz,1946,"tt0091064,tt0086979,tt1285016,tt0443706",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2
Épouses et concubines,FR,1991.0,125.0,"Drama,History,Romance",8.1,32086,tt0101640,nm0955443,director,Yimou Zhang,1951,"tt0101640,tt0385004,tt0473444,tt0299977",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596,1
Dead Again,FR,1991.0,107.0,"Crime,Drama,Mystery",6.8,27868,tt0101669,nm0000110,actor,Kenneth Branagh,1960,"tt0116477,tt3402236,tt0097499,tt0107616",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1379,2
Delicatessen,FR,1991.0,99.0,"Comedy,Crime",7.6,84549,tt0101700,nm0684500,actor,Dominique Pinon,1955,"tt0211915,tt0101700,tt0118583,tt0112682",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1742,2
Doc Hollywood,FR,1991.0,104.0,"Comedy,Drama,Romance",6.3,36433,tt0101745,nm0400464,actor,Barnard Hughes,1915,"tt0108147,tt0101745,tt0093437,tt0084827",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,2
Panique chez les Crandell,FR,1991.0,102.0,Comedy,6.2,32906,tt0101757,nm0001038,actor,Josh Charles,1971,"tt0430105,tt0165961,tt0257076,tt0097165",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329,2
Les Doors,FR,1991.0,140.0,"Biography,Drama,Music",7.2,90949,tt0101761,nm0000231,director,Oliver Stone,1946,"tt0110632,tt0091763,tt0102138,tt0096969",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,762,1
Double Impact,FR,1991.0,110.0,"Action,Crime",5.6,40568,tt0101764,nm0507212,actor,Geoffrey Lewis,1935,"tt0070215,tt0077523,tt0202677,tt0395584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1750,2
La choriste,FR,1991.0,98.0,"Drama,Fantasy,Music",7.7,47529,tt0101765,nm0344798,actress,Halina Gryglaszewska,1917,"tt0049887,tt0072446,tt0081773,tt0101765",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1753,0
Fais de l'air Fred,FR,1991.0,103.0,"Comedy,Drama,Fantasy",5.9,28890,tt0101775,nm0562201,actor,Rik Mayall,1958,"tt0083505,tt0101775,tt0141166,tt0146503",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1757,2
Europa,FR,1991.0,112.0,"Drama,Thriller",7.6,21129,tt0101829,nm0000852,actor,Jean-Marc Barr,1960,"tt1692227,tt0178721,tt0095250,tt1462411",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,2
Le père de la mariée,FR,1991.0,105.0,"Comedy,Family,Romance",6.5,74612,tt0101862,nm0001737,actor,Martin Short,1950,"tt0093260,tt0452681,tt0092086,tt1791528",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,2
Fisher King - Le roi pêcheur,FR,1991.0,137.0,"Comedy,Drama,Fantasy",7.5,84309,tt0101889,nm0000416,director,Terry Gilliam,1940,"tt0081633,tt0085959,tt0088846,tt0071853",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,340,1
Frankie & Johnny,FR,1991.0,118.0,"Comedy,Drama,Romance",6.7,31326,tt0101912,nm0000201,actress,Michelle Pfeiffer,1958,"tt0427327,tt0117247,tt0161081,tt0097322",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0
La fin de Freddy: L'ultime cauchemar,FR,1991.0,89.0,"Fantasy,Horror",4.7,45615,tt0101917,nm0003080,director,Rachel Talalay,1958,"tt1475582,tt0101917,tt0114614,tt0885761",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1769,1
Beignets de tomates vertes,FR,1991.0,130.0,Drama,7.7,73249,tt0101921,nm0000870,actress,Kathy Bates,1948,"tt0109642,tt0100157,tt0120338,tt0257360",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632,0
Une belle journée d'été,FR,1991.0,237.0,"Crime,Drama,Romance",8.3,9773,tt0101985,nm0151654,actor,Chang Chen,1976,"tt0459666,tt0190332,tt0101985,tt0118845",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1775,2
La manière forte,FR,1991.0,111.0,"Action,Comedy,Crime",6.3,20645,tt0102004,nm0002332,actor,Stephen Lang,1952,"tt0499549,tt0108358,tt4160708,tt0091474",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1778,2
Harley Davidson et l'homme aux santiags,FR,1991.0,98.0,"Action,Crime,Drama",6.1,20090,tt0102005,nm0000620,actor,Mickey Rourke,1952,"tt1125849,tt0401792,tt1228705,tt0092563",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,749,2
Aux coeurs des ténèbres - l'apocalypse d'un metteur en scène,FR,1991.0,96.0,Documentary,8.1,20806,tt0102015,nm0178880,director,Eleanor Coppola,1936,"tt7686376,tt4429194,tt0078788,tt0102015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1784,1
"Highlander, le retour",FR,1991.0,91.0,"Action,Adventure,Fantasy",4.2,45651,tt0102034,nm0000483,actor,Christopher Lambert,1957,"tt0120604,tt0106950,tt0113855,tt0091203",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,668,2
Hook ou la revanche du Capitaine Crochet,FR,1991.0,142.0,"Adventure,Comedy,Family",6.8,249407,tt0102057,nm0000163,actor,Dustin Hoffman,1937,"tt0064665,tt0061722,tt0095953,tt0084805",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1225,2
Hot Shots!,FR,1991.0,84.0,"Action,Comedy",6.7,106154,tt0102059,nm0000720,director,Jim Abrahams,1944,"tt0088286,tt0102059,tt0080339,tt0083466",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,308,1
Hudson Hawk : Gentleman & Cambrioleur,FR,1991.0,100.0,"Action,Adventure,Comedy",5.7,55992,tt0102070,nm0000732,actor,Danny Aiello,1933,"tt0093565,tt0110413,tt0102070,tt0097216",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,482,2
JFK,FR,1991.0,189.0,"Drama,History,Thriller",8.0,152919,tt0102138,nm0000126,actor,Kevin Costner,1955,"tt0099348,tt0103855,tt0102798,tt0119925",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,2
Jacquot de Nantes,FR,1991.0,118.0,"Biography,Drama",7.7,1666,tt0102141,nm0889513,director,Agnès Varda,1928,"tt5598102,tt0058985,tt0055852,tt0089960",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,532,1
Los Angeles Story,FR,1991.0,95.0,"Comedy,Drama,Fantasy",6.7,32509,tt0102250,nm0000188,actor,Steve Martin,1945,"tt0383216,tt0102250,tt0079367,tt0093886",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,815,2
Le dernier samaritain,FR,1991.0,105.0,"Action,Comedy,Crime",7.0,101081,tt0102266,nm0001210,actress,Chelsea Field,1957,"tt0102005,tt0088944,tt0093507,tt0102266",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1781,0
Mother,US,1990.0,108.0,Drama,8.5,4757,tt0102369,nm0267531,actress,Farimah Farjami,1950,"tt0193373,tt0104972,tt0096141,tt0317822",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1554,0
Mayrig,FR,1991.0,157.0,Drama,7.6,3442,tt0102421,nm0746022,actress,Nathalie Roussel,1956,"tt0099266,tt0099669,tt0276699,tt0856288",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527,0
My Girl,FR,1991.0,102.0,"Comedy,Drama,Family",6.9,79567,tt0102492,nm0000130,actress,Jamie Lee Curtis,1958,"tt1502407,tt0086465,tt0120694,tt0111503",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,0
My Own Private Idaho,FR,1991.0,104.0,Drama,7.0,55322,tt0102494,nm0724927,actor,William Richert,1942,"tt0102494,tt0080139,tt0141574,tt0109446",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802,2
Y a-t-il un flic pour sauver le président ?,FR,1991.0,85.0,"Comedy,Crime",6.9,111784,tt0102510,nm0001740,actor,O.J. Simpson,1947,"tt0110622,tt0102510,tt0095705,tt0072308",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1202,2
Le festin nu,FR,1991.0,115.0,Drama,6.9,50846,tt0102511,nm0000343,director,David Cronenberg,1943,"tt0115964,tt0094964,tt0091064,tt0120907",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,1
New Jack City,FR,1991.0,97.0,"Action,Crime,Drama",6.6,34830,tt0102526,nm0005300,actor,Allen Payne,1968,"tt0114825,tt0177971,tt0106500,tt0102526",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1805,2
Une nuit sur Terre,FR,1991.0,129.0,"Comedy,Drama",7.7,59585,tt0102536,nm0000464,director,Jim Jarmusch,1953,"tt1714915,tt0088184,tt0412019,tt5247022",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,1
Tribunal fantôme,FR,1991.0,94.0,Comedy,5.0,24366,tt0102558,nm0001006,actor,John Candy,1950,"tt0098554,tt0094012,tt0080455,tt0093748",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,2
La communale,FR,1991.0,100.0,"Comedy,Drama,Family",7.8,2991,tt0102571,nm0841232,director,Jan Sverák,1965,"tt0244479,tt0109071,tt0116790,tt0809951",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809,1
"Souvenirs, goutte à goutte",FR,1991.0,118.0,"Animation,Drama,Romance",7.6,31203,tt0102587,nm0945839,actor,Toshirô Yanagiba,1961,"tt0378475,tt0210199,tt0434191,tt1477109",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,919,2
L'embrouille est dans le sac,FR,1991.0,109.0,"Comedy,Crime",6.5,31781,tt0102603,nm0001590,actor,Chazz Palminteri,1952,"tt0109348,tt0106489,tt0114814,tt0473488",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1816,2
Justice sauvage,FR,1991.0,91.0,"Action,Crime,Drama",6.1,23560,tt0102614,nm0283500,director,John Flynn,1932,"tt0071960,tt0068763,tt0097770,tt0102614",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1416,1
"Attention, papa arrive!",FR,1991.0,89.0,"Comedy,Family",7.9,5333,tt0102629,nm0902086,actor,Vicco von Bülow,1923,"tt0391586,tt0102629,tt0094407,tt0329874",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821,2
Point Break - Extrême limite,FR,1991.0,122.0,"Action,Crime,Thriller",7.2,176678,tt0102685,nm0000664,actor,Patrick Swayze,1952,"tt0098206,tt0092890,tt0102685,tt0099653",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,239,2
Судьба солдата,RU,1991.0,151.0,"Action,Crime,Drama",8.0,1958,tt0102701,nm0438092,actress,Dimple Kapadia,1957,"tt6723592,tt0886539,tt0292490,tt1620719",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,11,1826,0
Junior le terrible 2,FR,1991.0,90.0,"Comedy,Family",4.8,22154,tt0102719,nm0628170,actress,Laraine Newman,1952,"tt0102719,tt0106598,tt0116705,tt0120669",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1829,0
Mr Quigley l'Australien,FR,1990.0,119.0,"Action,Adventure,Drama",6.9,22064,tt0102744,nm0000633,actor,Tom Selleck,1945,"tt0119360,tt0080240,tt1595859,tt0094137",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1051,2
À propos d'Henry,FR,1991.0,108.0,"Drama,Romance",6.7,32032,tt0102768,nm0000906,actress,Annette Bening,1958,"tt0842926,tt4385888,tt0169547,tt0099703",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,0
Robin des bois: Prince des voleurs,FR,1991.0,143.0,"Action,Adventure,Drama",6.9,190374,tt0102798,nm0000151,actor,Morgan Freeman,1937,"tt0097239,tt0114369,tt0468569,tt1057500",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1339,2
Rocketeer,FR,1991.0,108.0,"Action,Adventure,Family",6.5,56924,tt0102803,nm0000124,actress,Jennifer Connelly,1970,"tt0180093,tt0102803,tt0315983,tt0268978",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,222,0
