|tconst|nconst|name|french_title|byear|job|startyear|runtimeminutes|averagerating|numvotes|wr_score|genres|original_lang
77247|tt0119822|nm0000197|Jack Nicholson|Pour le pire et pour le meilleur|1937.0|actor,soundtrack,producer|1997.0|139.0|7.7|293624|7.699666950630262|Comedy,Drama,Romance|en
77840|tt0118655|nm0001293|Seth Green|Austin Powers|1974.0|actor,writer,producer|1997.0|94.0|7.0|235208|6.999771700421003|Adventure,Comedy|en
78154|tt0145660|nm0001287|Heather Graham|Austin Powers : L’Espion qui m'a tirée|1970.0|actress,soundtrack,producer|1999.0|95.0|6.6|228862|6.59987545147865|Action,Adventure,Comedy|en
78414|tt3460252|nm0000168|Samuel L. Jackson|Les Huit Salopards|1948.0|actor,producer,soundtrack|2015.0|168.0|7.8|574387|7.799818761823918|Crime,Drama,Mystery|en
78415|tt3460252|nm0000233|Quentin Tarantino|Les Huit Salopards|1963.0|writer,actor,producer|2015.0|168.0|7.8|574387|7.799818761823918|Crime,Drama,Mystery|en
78416|tt3460252|nm0000492|Jennifer Jason Leigh|Les Huit Salopards|1962.0|actress,producer,soundtrack|2015.0|168.0|7.8|574387|7.799818761823918|Crime,Drama,Mystery|en
78595|tt4154664|nm0000168|Samuel L. Jackson|Captain Marvel|1948.0|actor,producer,soundtrack|2019.0|123.0|6.8|526906|6.799921983512786|Action,Adventure,Sci-Fi|en
78681|tt4154664|nm0488953|Brie Larson|Captain Marvel|1989.0|actress,soundtrack,producer|2019.0|123.0|6.8|526906|6.799921983512786|Action,Adventure,Sci-Fi|en
80008|tt0110912|nm0000168|Samuel L. Jackson|Pulp Fiction|1948.0|actor,producer,soundtrack|1994.0|154.0|8.9|1972078|8.899912069030435|Crime,Drama|en
80009|tt0110912|nm0000172|Harvey Keitel|Pulp Fiction|1939.0|actor,producer,soundtrack|1994.0|154.0|8.9|1972078|8.899912069030435|Crime,Drama|en
80010|tt0110912|nm0000233|Quentin Tarantino|Pulp Fiction|1963.0|writer,actor,producer|1994.0|154.0|8.9|1972078|8.899912069030435|Crime,Drama|en
80011|tt0110912|nm0000235|Uma Thurman|Pulp Fiction|1970.0|actress,soundtrack,producer|1994.0|154.0|8.9|1972078|8.899912069030435|Crime,Drama|en
80012|tt0110912|nm0000237|John Travolta|Pulp Fiction|1954.0|actor,soundtrack,producer|1994.0|154.0|8.9|1972078|8.899912069030435|Crime,Drama|en
80013|tt0110912|nm0000246|Bruce Willis|Pulp Fiction|1955.0|actor,producer,soundtrack|1994.0|154.0|8.9|1972078|8.899912069030435|Crime,Drama|en
80020|tt0110912|nm0001625|Amanda Plummer|Pulp Fiction|1957.0|actress,writer|1994.0|154.0|8.9|1972078|8.899912069030435|Crime,Drama|en
80206|tt0443272|nm0000169|Tommy Lee Jones|Lincoln|1946.0|actor,director,soundtrack|2012.0|150.0|7.3|257192|7.299717742044858|Biography,Drama,History|en
80207|tt0443272|nm0000358|Daniel Day-Lewis|Lincoln|1957.0|actor,music_department,soundtrack|2012.0|150.0|7.3|257192|7.299717742044858|Biography,Drama,History|en
80475|tt2398231|nm0000169|Tommy Lee Jones|The Homesman|1946.0|actor,director,soundtrack|2014.0|122.0|6.6|32817|6.599132838496042|Drama,Western|en
80476|tt2398231|nm0005476|Hilary Swank|The Homesman|1974.0|actress,producer,soundtrack|2014.0|122.0|6.6|32817|6.599132838496042|Drama,Western|en
80620|tt0477348|nm0000169|Tommy Lee Jones|No Country for Old Men|1946.0|actor,director,soundtrack|2007.0|122.0|8.2|935473|8.199861777344484|Crime,Drama,Thriller|en
80621|tt0477348|nm0000849|Javier Bardem|No Country for Old Men|1969.0|actor,producer,soundtrack|2007.0|122.0|8.2|935473|8.199861777344484|Crime,Drama,Thriller|en
80622|tt0477348|nm0000982|Josh Brolin|No Country for Old Men|1968.0|actor,producer,writer|2007.0|122.0|8.2|935473|8.199861777344484|Crime,Drama,Thriller|en
80858|tt1220198|nm0000170|Milla Jovovich|Phénomènes paranormaux|1975.0|actress,soundtrack,producer|2009.0|98.0|5.9|77324|5.900201425688422|Horror,Mystery,Sci-Fi|en
81169|tt0432021|nm0000170|Milla Jovovich|Resident Evil : Extinction|1975.0|actress,soundtrack,producer|2007.0|94.0|6.2|192583|6.199982806441607|Action,Adventure,Horror|en
81617|tt1220634|nm0000170|Milla Jovovich|Resident Evil : Afterlife|1975.0|actress,soundtrack,producer|2010.0|96.0|5.8|169419|5.800129144863465|Action,Adventure,Horror|en
82702|tt0103759|nm0000172|Harvey Keitel|Bad Lieutenant|1939.0|actor,producer,soundtrack|1992.0|96.0|7.0|42384|6.998734603853038|Crime,Drama,Thriller|en
82840|tt0935075|nm0000173|Nicole Kidman|Rabbit Hole|1967.0|actress,producer,soundtrack|2010.0|91.0|7.0|49103|6.9989075322326375|Drama|en
83029|tt0203009|nm0000173|Nicole Kidman|Moulin Rouge !|1967.0|actress,producer,soundtrack|2001.0|127.0|7.6|279405|7.599672548305172|Drama,Musical,Romance|en
83657|tt0276919|nm0000173|Nicole Kidman|Dogville|1967.0|actress,producer,soundtrack|2003.0|178.0|8.0|146356|7.999202888489539|Crime,Drama|en
83658|tt0276919|nm0001885|Lars von Trier|Dogville|1956.0|writer,director,producer|2003.0|178.0|8.0|146356|7.999202888489539|Crime,Drama|en
83855|tt0235737|nm0000174|Val Kilmer|Salton Sea|1959.0|actor,soundtrack,producer|2002.0|103.0|7.0|30742|6.998256378177239|Crime,Drama,Mystery|en
84039|tt0101761|nm0000174|Val Kilmer|The Doors|1959.0|actor,soundtrack,producer|1991.0|140.0|7.2|90839|7.199270508126882|Biography,Drama,Music|en
84203|tt0373469|nm0000174|Val Kilmer|Kiss Kiss Bang Bang|1959.0|actor,soundtrack,producer|2005.0|103.0|7.5|224369|7.499620320318626|Comedy,Crime,Mystery|en
84340|tt0120053|nm0000174|Val Kilmer|Le Saint|1959.0|actor,soundtrack,producer|1997.0|116.0|6.2|67306|6.199950833910996|Action,Adventure,Romance|en
84753|tt0111161|nm0001104|Frank Darabont|Les Évadés|1959.0|writer,producer,director|1994.0|142.0|9.3|2569002|9.299922690834897|Drama|en
85087|tt0087884|nm0000694|Wim Wenders|Paris, Texas|1945.0|director,producer,writer|1984.0|145.0|8.1|103101|8.098807604685257|Drama|en
85237|tt0113117|nm0167388|François Cluzet|French Kiss|1955.0|actor,director,soundtrack|1995.0|111.0|6.6|49595|6.59942582725341|Comedy,Drama,Romance|en
85325|tt0113117|nm0776424|Barbara Schulz|French Kiss|1972.0|actress,production_manager|1995.0|111.0|6.6|49595|6.59942582725341|Comedy,Drama,Romance|en
86102|tt2096673|nm2582755|Pierre Niney|Vice-versa|1989.0|actor,writer,director|2015.0|95.0|8.2|682421|8.199810527030303|Adventure,Animation,Comedy|en
86881|tt0376541|nm0000179|Jude Law|Closer : Entre adultes consentants|1972.0|actor,producer,soundtrack|2004.0|104.0|7.2|214811|7.199691389976218|Drama,Romance|en
86882|tt0376541|nm0000204|Natalie Portman|Closer : Entre adultes consentants|1981.0|actress,producer,soundtrack|2004.0|104.0|7.2|214811|7.199691389976218|Drama,Romance|en
86883|tt0376541|nm0000210|Julia Roberts|Closer : Entre adultes consentants|1967.0|actress,producer,soundtrack|2004.0|104.0|7.2|214811|7.199691389976218|Drama,Romance|en
86884|tt0376541|nm0001566|Mike Nichols|Closer : Entre adultes consentants|1931.0|director,producer,miscellaneous|2004.0|104.0|7.2|214811|7.199691389976218|Drama,Romance|en
86921|tt0376541|nm0654110|Clive Owen|Closer : Entre adultes consentants|1964.0|actor,producer,soundtrack|2004.0|104.0|7.2|214811|7.199691389976218|Drama,Romance|en
86983|tt0346156|nm0000179|Jude Law|Capitaine Sky et le monde de demain|1972.0|actor,producer,soundtrack|2004.0|106.0|6.1|84379|6.100035382034412|Action,Adventure,Mystery|en
87869|tt0134119|nm0000179|Jude Law|Le Talentueux M. Ripley|1972.0|actor,producer,soundtrack|1999.0|139.0|7.4|203777|7.399612871515649|Crime,Drama,Thriller|en
87870|tt0134119|nm0000354|Matt Damon|Le Talentueux M. Ripley|1970.0|producer,actor,soundtrack|1999.0|139.0|7.4|203777|7.399612871515649|Crime,Drama,Thriller|en
87876|tt0134119|nm0005237|Anthony Minghella|Le Talentueux M. Ripley|1954.0|writer,script_department,miscellaneous|1999.0|139.0|7.4|203777|7.399612871515649|Crime,Drama,Thriller|en
88134|tt0087892|nm0000180|David Lean|La Route des Indes|1908.0|editor,director,writer|1984.0|164.0|7.3|18637|7.2961169908957135|Adventure,Drama,History|en
88184|tt0059113|nm0000180|David Lean|Le Docteur Jivago|1908.0|editor,director,writer|1965.0|197.0|8.0|75406|7.998453507132066|Drama,Romance,War|en
89450|tt0120611|nm0000648|Wesley Snipes|Blade|1962.0|actor,producer,soundtrack|1998.0|120.0|7.1|265152|7.099773722186716|Action,Horror,Sci-Fi|en
90205|tt0066434|nm0000184|George Lucas|THX 1138|1944.0|writer,producer,director|1971.0|86.0|6.7|50908|6.69931701810343|Drama,Sci-Fi,Thriller|en
90265|tt0069704|nm0000184|George Lucas|American Graffiti|1944.0|writer,producer,director|1973.0|110.0|7.4|88010|7.399104012918259|Comedy,Drama|en
90649|tt0089927|nm0000230|Sylvester Stallone|Rocky IV|1946.0|actor,writer,producer|1985.0|91.0|6.8|200446|6.799794960474342|Drama,Sport|en
91195|tt0105665|nm0000186|David Lynch|Twin Peaks|1946.0|writer,director,producer|1992.0|134.0|7.2|94947|7.199302049571097|Drama,Horror,Mystery|en
91382|tt0166924|nm0000186|David Lynch|Mulholland Drive|1946.0|writer,director,producer|2001.0|147.0|7.9|346445|7.89968135722624|Drama,Mystery,Thriller|en
91558|tt0166924|nm0915208|Naomi Watts|Mulholland Drive|1968.0|actress,producer,soundtrack|2001.0|147.0|7.9|346445|7.89968135722624|Drama,Mystery,Thriller|en
91651|tt0460829|nm0000186|David Lynch|Inland Empire|1946.0|writer,director,producer|2006.0|180.0|6.8|56591|6.799274327139298|Drama,Fantasy,Mystery|en
91814|tt0116250|nm0000570|Alan Parker|Evita|1944.0|director,writer,soundtrack|1996.0|135.0|6.3|35490|6.299729635466764|Biography,Drama,History|en
92212|tt0246460|nm0000932|Halle Berry|Meurs un autre jour|1966.0|actress,producer,executive|2002.0|133.0|6.1|216502|6.1000137959954275|Action,Adventure,Thriller|en
92327|tt0246460|nm0683253|Rosamund Pike|Meurs un autre jour|1979.0|actress,producer,soundtrack|2002.0|133.0|6.1|216502|6.1000137959954275|Action,Adventure,Thriller|en
92544|tt0079367|nm0005348|Carl Reiner|Un vrai schnock|1922.0|writer,producer,actor|1979.0|94.0|7.1|57039|7.09894903382981|Comedy|en
92833|tt0455967|nm0124208|Sophia Bush|John Tucker doit mourir|1982.0|actress,director,producer|2006.0|89.0|5.7|83271|5.700338250050998|Comedy,Romance|en
93012|tt0790636|nm0000190|Matthew McConaughey|Dallas Buyers Club|1969.0|actor,producer,soundtrack|2013.0|117.0|8.0|475114|7.999754381482584|Biography,Drama|en
93014|tt0790636|nm0001467|Jared Leto|Dallas Buyers Club|1971.0|actor,producer,director|2013.0|117.0|8.0|475114|7.999754381482584|Biography,Drama|en
93149|tt1935179|nm0000190|Matthew McConaughey|Mud - Sur les rives du Mississippi|1969.0|actor,producer,soundtrack|2012.0|130.0|7.4|177348|7.399555200803501|Drama|en
93344|tt1915581|nm0000190|Matthew McConaughey|Magic Mike|1969.0|actor,producer,soundtrack|2012.0|110.0|6.1|136818|6.100021827205747|Comedy,Drama|en
93794|tt1322269|nm0000658|Meryl Streep|Un été à Osage County|1949.0|actress,soundtrack,producer|2013.0|121.0|7.2|89301|7.199257953199833|Comedy,Drama|en
93977|tt0088944|nm0000192|Alyssa Milano|Commando|1972.0|actress,producer,soundtrack|1985.0|90.0|6.7|157215|6.699778657725491|Action,Adventure,Thriller|en
94122|tt0116287|nm0000192|Alyssa Milano|Fear|1972.0|actress,producer,soundtrack|1996.0|97.0|6.2|47074|6.199929730991575|Drama,Thriller|en
94200|tt0107211|nm0000193|Demi Moore|Proposition Indécente|1962.0|actress,producer,director|1993.0|117.0|6.0|69906|6.000132740638709|Drama,Romance|en
94201|tt0107211|nm0001490|Adrian Lyne|Proposition Indécente|1941.0|director,writer,producer|1993.0|117.0|6.0|69906|6.000132740638709|Drama,Romance|en
94311|tt0305357|nm0000193|Demi Moore|Charlie's Angels : Les Anges se Déchaînent|1962.0|actress,producer,director|2003.0|106.0|4.9|126737|4.900619777048501|Action,Adventure,Comedy|en
94313|tt0305357|nm0005154|Lucy Liu|Charlie's Angels : Les Anges se Déchaînent|1968.0|actress,director,producer|2003.0|106.0|4.9|126737|4.900619777048501|Action,Adventure,Comedy|en
94508|tt0119173|nm0000193|Demi Moore|À armes égales|1962.0|actress,producer,director|1997.0|125.0|6.0|79834|6.00011624628897|Action,Drama,War|en
94604|tt0118749|nm0000194|Julianne Moore|Boogie Nights|1960.0|actress,producer,soundtrack|1997.0|155.0|7.9|258152|7.899572401795983|Drama|en
94605|tt0118749|nm0000242|Mark Wahlberg|Boogie Nights|1971.0|producer,actor,soundtrack|1997.0|155.0|7.9|258152|7.899572401795983|Drama|en
94611|tt0118749|nm0000759|Paul Thomas Anderson|Boogie Nights|1970.0|director,writer,producer|1997.0|155.0|7.9|258152|7.899572401795983|Drama|en
94612|tt0118749|nm0001287|Heather Graham|Boogie Nights|1970.0|actress,soundtrack,producer|1997.0|155.0|7.9|258152|7.899572401795983|Drama|en
94857|tt0297884|nm0000194|Julianne Moore|Loin du paradis|1960.0|actress,producer,soundtrack|2002.0|107.0|7.4|46229|7.398295336769849|Drama,Romance|en
95016|tt0175880|nm0000194|Julianne Moore|Magnolia|1960.0|actress,producer,soundtrack|1999.0|188.0|8.0|306756|7.999619605466903|Drama|en
95020|tt0175880|nm0001673|Jason Robards|Magnolia|1922.0|actor,soundtrack|1999.0|188.0|8.0|306756|7.999619605466903|Drama|en
95172|tt0842926|nm0000194|Julianne Moore|Tout va bien ! The Kids Are All Right|1960.0|actress,producer,soundtrack|2010.0|106.0|7.1|129624|7.099537252999529|Comedy,Drama,Romance|en
95211|tt0842926|nm0749263|Mark Ruffalo|Tout va bien ! The Kids Are All Right|1967.0|actor,producer,soundtrack|2010.0|106.0|7.1|129624|7.099537252999529|Comedy,Drama,Romance|en
95363|tt0362270|nm0000195|Bill Murray|La Vie aquatique|1950.0|actor,soundtrack,writer|2004.0|119.0|7.3|193695|7.299625242466116|Action,Adventure,Comedy|en
95710|tt0128445|nm0000195|Bill Murray|Rushmore|1950.0|actor,soundtrack,writer|1998.0|93.0|7.6|182111|7.59949766558208|Comedy,Drama,Romance|en
95837|tt0335266|nm0000195|Bill Murray|Lost in Translation|1950.0|actor,soundtrack,writer|2003.0|102.0|7.7|442910|7.699779191349698|Comedy,Drama|en
95838|tt0335266|nm0001068|Sofia Coppola|Lost in Translation|1971.0|actress,director,writer|2003.0|102.0|7.7|442910|7.699779191349698|Comedy,Drama|en
95856|tt0335266|nm0424060|Scarlett Johansson|Lost in Translation|1984.0|actress,soundtrack,producer|2003.0|102.0|7.7|442910|7.699779191349698|Comedy,Drama|en
96035|tt1748122|nm0000195|Bill Murray|Moonrise Kingdom|1950.0|actor,soundtrack,writer|2012.0|94.0|7.8|342384|7.799695975522489|Comedy,Drama,Romance|en
96036|tt1748122|nm0000531|Frances McDormand|Moonrise Kingdom|1957.0|actress,producer,soundtrack|2012.0|94.0|7.8|342384|7.799695975522489|Comedy,Drama,Romance|en
96764|tt0071315|nm0000197|Jack Nicholson|Chinatown|1937.0|actor,soundtrack,producer|1974.0|130.0|8.2|318066|8.199593522532524|Drama,Mystery,Thriller|en
96765|tt0071315|nm0000591|Roman Polanski|Chinatown|1933.0|director,actor,writer|1974.0|130.0|8.2|318066|8.199593522532524|Drama,Mystery,Thriller|en
96766|tt0071315|nm0001159|Faye Dunaway|Chinatown|1941.0|actress,producer,director|1974.0|130.0|8.2|318066|8.199593522532524|Drama,Mystery,Thriller|en
96767|tt0071315|nm0001379|John Huston|Chinatown|1906.0|actor,director,writer|1974.0|130.0|8.2|318066|8.199593522532524|Drama,Mystery,Thriller|en
96844|tt0073486|nm0000197|Jack Nicholson|Vol au-dessus d'un nid de coucou|1937.0|actor,soundtrack,producer|1975.0|133.0|8.7|978624|8.699835685699053|Drama|en
96848|tt0073486|nm0001232|Milos Forman|Vol au-dessus d'un nid de coucou|1932.0|director,writer,actor|1975.0|133.0|8.7|978624|8.699835685699053|Drama|en
96916|tt0103874|nm0000198|Gary Oldman|Dracula|1958.0|actor,soundtrack,producer|1992.0|128.0|7.4|211044|7.39962619775635|Drama,Fantasy,Horror|en
97049|tt1340800|nm0000198|Gary Oldman|La taupe|1958.0|actor,soundtrack,producer|2011.0|127.0|7.0|198859|6.999729983258512|Drama,Mystery,Thriller|en
97453|tt4555426|nm0000198|Gary Oldman|Les heures sombres|1958.0|actor,soundtrack,producer|2017.0|125.0|7.4|194885|7.399595213748025|Biography,Drama,War|en
97604|tt0072890|nm0000199|Al Pacino|Un après-midi de chien|1940.0|actor,producer,soundtrack|1975.0|125.0|8.0|251350|7.999535774720281|Biography,Crime,Drama|en
97607|tt0072890|nm0001486|Sidney Lumet|Un après-midi de chien|1924.0|director,producer,writer|1975.0|125.0|8.0|251350|7.999535774720281|Biography,Crime,Drama|en
97661|tt0070666|nm0000199|Al Pacino|Serpico|1940.0|actor,producer,soundtrack|1973.0|130.0|7.7|120107|7.699186050842554|Biography,Crime,Drama|en
97662|tt0070666|nm0001486|Sidney Lumet|Serpico|1924.0|director,producer,writer|1973.0|130.0|7.7|120107|7.699186050842554|Biography,Crime,Drama|en
97717|tt0099422|nm0000199|Al Pacino|Dick Tracy|1940.0|actor,producer,soundtrack|1990.0|105.0|6.2|60972|6.199945731625294|Action,Comedy,Crime|en
98104|tt0117247|nm0000201|Michelle Pfeiffer|Un beau jour|1958.0|actress,soundtrack,producer|1996.0|108.0|6.5|45846|6.499516167412705|Comedy,Drama,Romance|en
98247|tt0097322|nm0000201|Michelle Pfeiffer|Susie et les Baker Boys|1958.0|actress,soundtrack,producer|1989.0|114.0|6.9|23576|6.897994319969113|Comedy,Drama,Music|en
98338|tt0161081|nm0000201|Michelle Pfeiffer|Apparences|1958.0|actress,soundtrack,producer|2000.0|130.0|6.6|124229|6.599770602530732|Drama,Horror,Mystery|en
98498|tt0427327|nm0000201|Michelle Pfeiffer|Hairspray|1958.0|actress,soundtrack,producer|2007.0|117.0|6.8|127733|6.799678297675591|Comedy,Drama,Musical|en
98499|tt0427327|nm0000686|Christopher Walken|Hairspray|1943.0|actor,soundtrack,producer|2007.0|117.0|6.8|127733|6.799678297675591|Comedy,Drama,Musical|en
98706|tt0427327|nm1374980|Zac Efron|Hairspray|1987.0|actor,soundtrack,producer|2007.0|117.0|6.8|127733|6.799678297675591|Comedy,Drama,Musical|en
98885|tt0139134|nm0001264|Sarah Michelle Gellar|Sexe intentions|1977.0|actress,producer,soundtrack|1999.0|97.0|6.8|189071|6.799782628875558|Drama,Romance|en
98986|tt0375679|nm0000332|Don Cheadle|Collision|1964.0|actor,producer,soundtrack|2004.0|112.0|7.8|432364|7.799759237350465|Crime,Drama,Thriller|en
99040|tt0375679|nm0353673|Paul Haggis|Collision|1953.0|writer,producer,miscellaneous|2004.0|112.0|7.8|432364|7.799759237350465|Crime,Drama,Thriller|en
99332|tt0280707|nm0000265|Robert Altman|Gosford Park|1925.0|director,producer,writer|2001.0|137.0|7.2|86263|7.199231838956397|Comedy,Drama,Mystery|en
99341|tt0280707|nm0001749|Maggie Smith|Gosford Park|1934.0|actress,soundtrack|2001.0|137.0|7.2|86263|7.199231838956397|Comedy,Drama,Mystery|en
99420|tt0280707|nm0654110|Clive Owen|Gosford Park|1964.0|actor,producer,soundtrack|2001.0|137.0|7.2|86263|7.199231838956397|Comedy,Drama,Mystery|en
99591|tt0102494|nm0001814|Gus Van Sant|My Own Private Idaho|1952.0|director,producer,writer|1991.0|104.0|7.0|55246|6.999028869257261|Drama|en
100011|tt0947798|nm0000204|Natalie Portman|Black Swan|1981.0|actress,producer,soundtrack|2010.0|108.0|8.0|742659|7.999842858740887|Drama,Thriller|en
100014|tt0947798|nm0001993|Vincent Cassel|Black Swan|1966.0|actor,producer,soundtrack|2010.0|108.0|8.0|742659|7.999842858740887|Drama,Thriller|en
100019|tt0947798|nm0005109|Mila Kunis|Black Swan|1983.0|actress,soundtrack,producer|2010.0|108.0|8.0|742659|7.999842858740887|Drama,Thriller|en
101536|tt0102685|nm0000206|Keanu Reeves|Point Break : Extrême limite|1964.0|actor,producer,soundtrack|1991.0|122.0|7.3|176403|7.299588519770096|Action,Crime,Thriller|en
101782|tt0234215|nm0000206|Keanu Reeves|Matrix Reloaded|1964.0|actor,producer,soundtrack|2003.0|138.0|7.2|582643|7.199886199438052|Action,Sci-Fi|en
101783|tt0234215|nm0000401|Laurence Fishburne|Matrix Reloaded|1961.0|actor,producer,writer|2003.0|138.0|7.2|582643|7.199886199438052|Action,Sci-Fi|en
101785|tt0234215|nm0000899|Monica Bellucci|Matrix Reloaded|1964.0|actress,soundtrack|2003.0|138.0|7.2|582643|7.199886199438052|Action,Sci-Fi|en
102249|tt0234215|nm0933727|Lambert Wilson|Matrix Reloaded|1958.0|actor,soundtrack,director|2003.0|138.0|7.2|582643|7.199886199438052|Action,Sci-Fi|en
102737|tt0133093|nm0000206|Keanu Reeves|Matrix|1964.0|actor,producer,soundtrack|1999.0|136.0|8.7|1849023|8.699913031481364|Action,Sci-Fi|en
102738|tt0133093|nm0000401|Laurence Fishburne|Matrix|1961.0|actor,producer,writer|1999.0|136.0|8.7|1849023|8.699913031481364|Action,Sci-Fi|en
103388|tt0811080|nm0693799|Melvil Poupaud|Speed Racer|1973.0|actor,director,writer|2008.0|135.0|6.0|72882|6.000127325104529|Action,Adventure,Comedy|en
104902|tt0105151|nm0000265|Robert Altman|The Player|1925.0|director,producer,writer|1992.0|124.0|7.5|59176|7.498561551169835|Comedy,Crime,Drama|en
105002|tt0195685|nm0000210|Julia Roberts|Erin Brockovich : Seule contre tous|1967.0|actress,producer,soundtrack|2000.0|131.0|7.4|192633|7.3995904830912425|Biography,Drama|en
105003|tt0195685|nm0001215|Albert Finney|Erin Brockovich : Seule contre tous|1936.0|actor,producer,soundtrack|2000.0|131.0|7.4|192633|7.3995904830912425|Biography,Drama|en
105005|tt0195685|nm0001752|Steven Soderbergh|Erin Brockovich : Seule contre tous|1963.0|producer,director,cinematographer|2000.0|131.0|7.4|192633|7.3995904830912425|Biography,Drama|en
105116|tt0120738|nm0001287|Heather Graham|Perdus dans l'Espace|1970.0|actress,soundtrack,producer|1998.0|130.0|5.2|72064|5.200827536563976|Action,Adventure,Family|en
106331|tt0128853|nm0000212|Meg Ryan|Vous avez un mess@ge|1961.0|actress,producer,soundtrack|1998.0|119.0|6.7|208620|6.699833181091655|Comedy,Drama,Romance|en
106438|tt0108160|nm0000212|Meg Ryan|Nuits Blanches à Seattle|1961.0|actress,producer,soundtrack|1993.0|105.0|6.8|172383|6.799761593366908|Comedy,Drama,Romance|en
106574|tt0098635|nm0000212|Meg Ryan|Quand Harry rencontre Sally|1961.0|actress,producer,soundtrack|1989.0|95.0|7.7|212076|7.699538923676221|Comedy,Drama,Romance|en
106664|tt0120632|nm0000212|Meg Ryan|La Cité des anges|1961.0|actress,producer,soundtrack|1998.0|114.0|6.7|119132|6.6997079385020335|Drama,Fantasy,Romance|en
106968|tt0110367|nm0000379|Kirsten Dunst|Les Quatre Filles du docteur March|1982.0|actress,producer,soundtrack|1994.0|115.0|7.3|57373|7.29873577076659|Drama,Family,Romance|en
107070|tt0172493|nm0001401|Angelina Jolie|Une vie volée|1975.0|actress,producer,director|1999.0|127.0|7.3|179615|7.299595875564898|Biography,Drama|en
107220|tt0089469|nm0779386|Jordan Scott|Legend|1977.0|director,writer,actress|1985.0|94.0|6.4|64418|6.399753225442376|Adventure,Fantasy,Romance|en
107660|tt0112818|nm0000576|Sean Penn|La Dernière Marche|1960.0|actor,director,producer|1995.0|122.0|7.5|93730|7.499091485822501|Crime,Drama|en
107833|tt0107362|nm0000216|Arnold Schwarzenegger|Last Action Hero|1947.0|actor,producer,director|1993.0|130.0|6.4|148667|6.39989301236973|Action,Adventure,Comedy|en
107835|tt0107362|nm0001532|John McTiernan|Last Action Hero|1951.0|director,producer,writer|1993.0|130.0|6.4|148667|6.39989301236973|Action,Adventure,Comedy|en
108023|tt0216216|nm0000216|Arnold Schwarzenegger|À l'aube du 6ème jour|1947.0|actor,producer,director|2000.0|123.0|5.9|121172|5.900128574501999|Action,Mystery,Sci-Fi|en
108360|tt0099685|nm0000217|Martin Scorsese|Les Affranchis|1942.0|producer,director,actor|1990.0|145.0|8.7|1108545|8.699854942170496|Biography,Crime,Drama|en
108362|tt0099685|nm0000582|Joe Pesci|Les Affranchis|1943.0|actor,soundtrack|1990.0|145.0|8.7|1108545|8.699854942170496|Biography,Crime,Drama|en
108597|tt0070379|nm0000217|Martin Scorsese|Mean Streets|1942.0|producer,director,actor|1973.0|112.0|7.2|107351|7.1993826477903236|Crime,Drama,Thriller|en
108677|tt0106226|nm0000217|Martin Scorsese|Le Temps de l'innocence|1942.0|producer,director,actor|1993.0|139.0|7.2|58604|7.198869683633897|Drama,Romance|en
108776|tt1602613|nm0716347|Nicolas Winding Refn|Only God Forgives|1970.0|writer,director,producer|2013.0|90.0|5.7|111570|5.700252503558534|Action,Crime,Drama|en
109116|tt0116209|nm0000300|Juliette Binoche|Le Patient anglais|1964.0|actress,art_department,miscellaneous|1996.0|162.0|7.4|187600|7.3995795001132345|Drama,Romance,War|en
109122|tt0116209|nm0005237|Anthony Minghella|Le Patient anglais|1954.0|writer,script_department,miscellaneous|1996.0|162.0|7.4|187600|7.3995795001132345|Drama,Romance,War|en
109372|tt0242445|nm0000219|Steven Seagal|Hors limites|1952.0|producer,actor,writer|2001.0|101.0|5.6|35023|5.600982948462345|Action,Crime,Thriller|en
109516|tt0242445|nm0925220|Michael Jai White|Hors limites|1967.0|actor,writer,producer|2001.0|101.0|5.6|35023|5.600982948462345|Action,Crime,Thriller|en
109603|tt0094602|nm0000219|Steven Seagal|Nico|1952.0|producer,actor,writer|1988.0|99.0|6.0|31439|6.000294829844132|Action,Crime,Drama|en
109714|tt0110725|nm0000219|Steven Seagal|Terrain miné|1952.0|producer,actor,writer|1994.0|101.0|4.5|23688|4.504369825681018|Action,Adventure,Thriller|en
110079|tt0098282|nm0002137|Arthur Hiller|Pas nous, pas nous|1923.0|director,actor,producer|1989.0|103.0|6.8|53731|6.7992357461752215|Comedy,Crime|en
110876|tt0087538|nm0000814|John G. Avildsen|Karaté Kid|1935.0|director,editor,cinematographer|1984.0|126.0|7.3|218376|7.299667585594833|Action,Drama,Family|en
111372|tt0118688|nm0000235|Uma Thurman|Batman & Robin|1970.0|actress,soundtrack,producer|1997.0|125.0|3.7|248661|3.7006199149649808|Action,Sci-Fi|en
111377|tt0118688|nm0001708|Joel Schumacher|Batman & Robin|1939.0|director,writer,producer|1997.0|125.0|3.7|248661|3.7006199149649808|Action,Sci-Fi|en
111498|tt0118688|nm0326040|Akiva Goldsman|Batman & Robin|1962.0|producer,writer,director|1997.0|125.0|3.7|248661|3.7006199149649808|Action,Sci-Fi|en
111813|tt0124198|nm0000916|Peter Berg|Very Bad Things|1964.0|producer,actor,writer|1998.0|100.0|6.3|46857|6.299795134905155|Comedy,Crime,Thriller|en
112276|tt0480249|nm0000226|Will Smith|Je suis une légende|1968.0|producer,actor,soundtrack|2007.0|101.0|7.2|734812|7.19990976387787|Action,Drama,Sci-Fi|en
