|tconst|nconst|name|french_title|byear|job|startyear|runtimeminutes|averagerating|numvotes|wr_score|genres|original_lang
113636|tt0119654|nm0000226|Will Smith|Men in Black|1968.0|producer,actor,soundtrack|1997.0|98.0|7.3|551460|7.299868342262697|Action,Adventure,Comedy|en
114667|tt0114814|nm0000228|Kevin Spacey|Usual Suspects|1959.0|actor,producer,soundtrack|1995.0|106.0|8.5|1056107|8.499859670062348|Crime,Drama,Mystery|en
114673|tt0114814|nm0001125|Benicio Del Toro|Usual Suspects|1967.0|actor,producer,director|1995.0|106.0|8.5|1056107|8.499859670062348|Crime,Drama,Mystery|en
114869|tt0169547|nm0000228|Kevin Spacey|American Beauty|1959.0|actor,producer,soundtrack|1999.0|122.0|8.4|1127758|8.399874171282278|Drama|en
115045|tt3076658|nm0000230|Sylvester Stallone|Creed : L'héritage de Rocky Balboa|1946.0|actor,writer,producer|2015.0|133.0|7.6|265945|7.5996559792553215|Action,Drama,Sport|en
115064|tt3076658|nm0430107|Michael B. Jordan|Creed : L'héritage de Rocky Balboa|1987.0|actor,producer,director|2015.0|133.0|7.6|265945|7.5996559792553215|Action,Drama,Sport|en
115175|tt3076658|nm3363032|Ryan Coogler|Creed : L'héritage de Rocky Balboa|1986.0|producer,director,writer|2015.0|133.0|7.6|265945|7.5996559792553215|Action,Drama,Sport|en
115347|tt0075148|nm0000230|Sylvester Stallone|Rocky|1946.0|actor,writer,producer|1976.0|120.0|8.1|556853|8.099779118807415|Drama,Sport|en
115348|tt0075148|nm0000814|John G. Avildsen|Rocky|1935.0|director,editor,cinematographer|1976.0|120.0|8.1|556853|8.099779118807415|Drama,Sport|en
115349|tt0075148|nm0001735|Talia Shire|Rocky|1946.0|actress,producer,director|1976.0|120.0|8.1|556853|8.099779118807415|Drama,Sport|en
115426|tt0084602|nm0000230|Sylvester Stallone|Rocky III : L'Œil du Tigre|1946.0|actor,writer,producer|1982.0|99.0|6.8|186309|6.79977940747403|Drama,Sport|en
115500|tt0110632|nm0000231|Oliver Stone|Tueurs nés|1946.0|producer,director,writer|1994.0|119.0|7.2|229748|7.1997114486676|Action,Crime,Drama|en
115501|tt0110632|nm0000437|Woody Harrelson|Tueurs nés|1961.0|actor,producer,soundtrack|1994.0|119.0|7.2|229748|7.1997114486676|Action,Crime,Drama|en
115702|tt0102138|nm0000231|Oliver Stone|JFK|1946.0|producer,director,writer|1991.0|189.0|8.0|152753|7.99923625621499|Drama,History,Thriller|en
115906|tt0102138|nm0768817|Pietro Scalia|JFK|1960.0|editor,editorial_department,music_department|1991.0|189.0|8.0|152753|7.99923625621499|Drama,History,Thriller|en
115970|tt0096969|nm0000231|Oliver Stone|Né un 4 juillet|1946.0|producer,director,writer|1989.0|145.0|7.2|104467|7.199365614940686|Biography,Drama,War|en
116196|tt0112641|nm0000232|Sharon Stone|Casino|1958.0|actress,producer,soundtrack|1995.0|178.0|8.2|503162|8.199743032897311|Crime,Drama|en
116497|tt0114214|nm0000232|Sharon Stone|Mort ou Vif|1958.0|actress,producer,soundtrack|1995.0|108.0|6.5|91682|6.499757891217503|Action,Romance,Thriller|en
116631|tt0108162|nm0000232|Sharon Stone|Sliver|1958.0|actress,producer,soundtrack|1993.0|107.0|5.0|30950|5.002330884782183|Drama,Thriller|en
116736|tt7131622|nm0000233|Quentin Tarantino|Once Upon a Time… in Hollywood|1963.0|writer,actor,producer|2019.0|161.0|7.6|680101|7.599865455580933|Comedy,Drama|en
117176|tt1735898|nm0000234|Charlize Theron|Blanche-Neige et le chasseur|1975.0|producer,actress,soundtrack|2012.0|127.0|6.1|285274|6.100010470880923|Action,Adventure,Drama|en
117278|tt1735898|nm0829576|Kristen Stewart|Blanche-Neige et le chasseur|1990.0|actress,soundtrack,director|2012.0|127.0|6.1|285274|6.100010470880923|Action,Adventure,Drama|en
117985|tt5610554|nm0000234|Charlize Theron|Tully|1975.0|producer,actress,soundtrack|2018.0|95.0|6.9|57942|6.899182617528659|Comedy,Drama,Mystery|en
118306|tt0340855|nm0000234|Charlize Theron|Monster|1975.0|producer,actress,soundtrack|2003.0|109.0|7.3|148690|7.29951186012887|Biography,Crime,Drama|en
118553|tt1392190|nm0000234|Charlize Theron|Mad Max : Fury Road|1975.0|producer,actress,soundtrack|2015.0|120.0|8.1|962425|8.099872193450464|Action,Adventure,Sci-Fi|en
118634|tt1392190|nm0362766|Tom Hardy|Mad Max : Fury Road|1977.0|actor,producer,writer|2015.0|120.0|8.1|962425|8.099872193450464|Action,Adventure,Sci-Fi|en
120101|tt0266697|nm0000235|Uma Thurman|Kill Bill : Volume 1|1970.0|actress,soundtrack,producer|2003.0|111.0|8.2|1078069|8.199880058962863|Action,Crime,Drama|en
120110|tt0266697|nm0005154|Lucy Liu|Kill Bill : Volume 1|1968.0|actress,director,producer|2003.0|111.0|8.2|1078069|8.199880058962863|Action,Crime,Drama|en
120535|tt0378194|nm0000235|Uma Thurman|Kill Bill : Volume 2|1970.0|actress,soundtrack,producer|2004.0|137.0|8.0|733393|7.999840873521724|Action,Crime,Thriller|en
121097|tt0113161|nm0000237|John Travolta|Get Shorty|1954.0|actor,soundtrack,producer|1995.0|105.0|6.9|82777|6.899427664531022|Comedy,Crime,Thriller|en
121192|tt0077631|nm0000237|John Travolta|Grease|1954.0|actor,soundtrack,producer|1978.0|110.0|7.2|262092|7.199747049378231|Comedy,Musical,Romance|en
121302|tt0076666|nm0000237|John Travolta|La fièvre du Samedi Soir|1954.0|actor,soundtrack,producer|1977.0|118.0|6.8|78226|6.799474865303552|Drama,Music|en
121303|tt0076666|nm0000824|John Badham|La fièvre du Samedi Soir|1939.0|director,producer,actor|1977.0|118.0|6.8|78226|6.799474865303552|Drama,Music|en
121703|tt0482606|nm0000239|Liv Tyler|The Strangers|1977.0|actress,soundtrack,producer|2008.0|86.0|6.1|128187|6.1000232961384|Horror,Mystery,Thriller|en
121805|tt0167260|nm0000239|Liv Tyler|Le Seigneur des anneaux : Le Retour du roi|1977.0|actress,soundtrack,producer|2003.0|201.0|9.0|1767391|8.999898321387573|Action,Adventure,Drama|en
121809|tt0167260|nm0001392|Peter Jackson|Le Seigneur des anneaux : Le Retour du roi|1961.0|producer,director,writer|2003.0|201.0|9.0|1767391|8.999898321387573|Action,Adventure,Drama|en
121810|tt0167260|nm0001557|Viggo Mortensen|Le Seigneur des anneaux : Le Retour du roi|1958.0|actor,soundtrack,producer|2003.0|201.0|9.0|1767391|8.999898321387573|Action,Adventure,Drama|en
121818|tt0167260|nm0005212|Ian McKellen|Le Seigneur des anneaux : Le Retour du roi|1939.0|actor,soundtrack,writer|2003.0|201.0|9.0|1767391|8.999898321387573|Action,Adventure,Drama|en
121841|tt0167260|nm0089217|Orlando Bloom|Le Seigneur des anneaux : Le Retour du roi|1977.0|actor,producer,soundtrack|2003.0|201.0|9.0|1767391|8.999898321387573|Action,Adventure,Drama|en
122078|tt0167260|nm0915989|Hugo Weaving|Le Seigneur des anneaux : Le Retour du roi|1960.0|actor,soundtrack,producer|2003.0|201.0|9.0|1767391|8.999898321387573|Action,Adventure,Drama|en
122846|tt0120737|nm0000239|Liv Tyler|Le Seigneur des anneaux : La Communauté de l'anneau|1977.0|actress,soundtrack,producer|2001.0|178.0|8.9|1789125|8.89990307766973|Action,Adventure,Drama|en
122848|tt0120737|nm0000293|Sean Bean|Le Seigneur des anneaux : La Communauté de l'anneau|1959.0|actor,producer,animation_department|2001.0|178.0|8.9|1789125|8.89990307766973|Action,Adventure,Drama|en
122852|tt0120737|nm0001392|Peter Jackson|Le Seigneur des anneaux : La Communauté de l'anneau|1961.0|producer,director,writer|2001.0|178.0|8.9|1789125|8.89990307766973|Action,Adventure,Drama|en
122855|tt0120737|nm0005212|Ian McKellen|Le Seigneur des anneaux : La Communauté de l'anneau|1939.0|actor,soundtrack,writer|2001.0|178.0|8.9|1789125|8.89990307766973|Action,Adventure,Drama|en
122885|tt0120737|nm0089217|Orlando Bloom|Le Seigneur des anneaux : La Communauté de l'anneau|1977.0|actor,producer,soundtrack|2001.0|178.0|8.9|1789125|8.89990307766973|Action,Adventure,Drama|en
123226|tt0120737|nm0915989|Hugo Weaving|Le Seigneur des anneaux : La Communauté de l'anneau|1960.0|actor,soundtrack,producer|2001.0|178.0|8.9|1789125|8.89990307766973|Action,Adventure,Drama|en
124117|tt0097659|nm0000241|Jean-Claude Van Damme|Kickboxer|1960.0|actor,writer,producer|1989.0|97.0|6.4|54840|6.399710174849278|Action,Sport,Thriller|en
124224|tt0101764|nm0000241|Jean-Claude Van Damme|Double Impact|1960.0|actor,writer,producer|1991.0|110.0|5.6|40527|5.600849660747717|Action,Crime|en
124317|tt0119013|nm0000241|Jean-Claude Van Damme|Double Team|1960.0|actor,writer,producer|1997.0|93.0|4.8|34010|4.802491348861264|Action,Comedy,Sci-Fi|en
124503|tt1130988|nm0000241|Jean-Claude Van Damme|JCVD|1960.0|actor,writer,producer|2008.0|97.0|7.1|38799|7.098455759604494|Action,Comedy,Crime|fr
124675|tt0964517|nm0000242|Mark Wahlberg|Fighter|1971.0|producer,actor,soundtrack|2010.0|116.0|7.8|358614|7.799709732516303|Action,Biography,Drama|en
124676|tt0964517|nm0000288|Christian Bale|Fighter|1974.0|actor,editorial_department,producer|2010.0|116.0|7.8|358614|7.799709732516303|Action,Biography,Drama|en
124681|tt0964517|nm0010736|Amy Adams|Fighter|1974.0|actress,producer,soundtrack|2010.0|116.0|7.8|358614|7.799709732516303|Action,Biography,Drama|en
125228|tt1637725|nm0000242|Mark Wahlberg|Ted|1971.0|producer,actor,soundtrack|2012.0|106.0|6.9|599492|6.899920920899251|Comedy|en
125435|tt0168786|nm0000243|Denzel Washington|Antwone Fisher|1954.0|actor,producer,soundtrack|2002.0|120.0|7.3|35405|7.297952738517815|Biography,Drama|en
125610|tt1037705|nm0000243|Denzel Washington|Le Livre d'Éli|1954.0|actor,producer,soundtrack|2010.0|118.0|6.8|311442|6.799868020512512|Action,Adventure,Drama|en
125942|tt2671706|nm0000243|Denzel Washington|Fences|1954.0|actor,producer,soundtrack|2016.0|139.0|7.2|105969|7.199374601344405|Drama|en
125947|tt2671706|nm0205626|Viola Davis|Fences|1965.0|actress,producer,soundtrack|2016.0|139.0|7.2|105969|7.199374601344405|Drama|en
126061|tt0095243|nm0000244|Sigourney Weaver|Gorilles dans la Brume|1949.0|actress,soundtrack,producer|1988.0|129.0|7.0|26082|6.997945600678901|Biography,Drama|en
126135|tt0118583|nm0000244|Sigourney Weaver|Alien, la résurrection|1949.0|actress,soundtrack,producer|1997.0|109.0|6.2|242530|6.199986346389837|Action,Horror,Sci-Fi|en
126320|tt0118583|nm0684500|Dominique Pinon|Alien, la résurrection|1955.0|actor,soundtrack,music_department|1997.0|109.0|6.2|242530|6.199986346389837|Action,Horror,Sci-Fi|en
126391|tt0078748|nm0000244|Sigourney Weaver|Alien, le huitième passager|1949.0|actress,soundtrack,producer|1979.0|117.0|8.5|848749|8.499825388578095|Horror,Sci-Fi|en
126472|tt0093105|nm0000245|Robin Williams|Good Morning, Vietnam|1951.0|actor,soundtrack,writer|1987.0|121.0|7.3|137258|7.299471222389509|Biography,Comedy,Drama|en
126573|tt0107614|nm0000245|Robin Williams|Madame Doubtfire|1951.0|actor,soundtrack,writer|1993.0|125.0|7.1|263115|7.099771970794481|Comedy,Drama|en
126701|tt0265459|nm0000245|Robin Williams|Photo obsession|1951.0|actor,soundtrack,writer|2002.0|96.0|6.8|121694|6.799662341629228|Drama,Thriller|en
126838|tt0119217|nm0000245|Robin Williams|Will Hunting|1951.0|actor,soundtrack,writer|1997.0|126.0|8.3|931883|8.299854484841129|Drama,Romance|en
126840|tt0119217|nm0000354|Matt Damon|Will Hunting|1970.0|producer,actor,soundtrack|1997.0|126.0|8.3|931883|8.299854484841129|Drama,Romance|en
127054|tt0095016|nm0000246|Bruce Willis|Piège de cristal|1955.0|actor,producer,soundtrack|1988.0|132.0|8.3|853488|8.29984111989764|Action,Thriller|en
127055|tt0095016|nm0000614|Alan Rickman|Piège de cristal|1946.0|actor,soundtrack,writer|1988.0|132.0|8.3|853488|8.29984111989764|Action,Thriller|en
127059|tt0095016|nm0001532|John McTiernan|Piège de cristal|1951.0|director,producer,writer|1988.0|132.0|8.3|853488|8.29984111989764|Action,Thriller|en
127327|tt0167404|nm0000246|Bruce Willis|Sixième sens|1955.0|actor,producer,soundtrack|1999.0|107.0|8.2|964426|8.199865926651055|Drama,Mystery,Thriller|en
127454|tt0167404|nm0796117|M. Night Shyamalan|Sixième sens|1970.0|producer,director,writer|1999.0|107.0|8.2|964426|8.199865926651055|Drama,Mystery,Thriller|en
127521|tt0092263|nm0000247|John Woo|Le Syndicat du crime|1946.0|director,producer,writer|1986.0|95.0|7.4|22547|7.396509850939843|Action,Crime,Drama|zh
127567|tt0104684|nm0000247|John Woo|À toute épreuve|1946.0|director,producer,writer|1992.0|128.0|7.8|49720|7.797908678258639|Action,Crime,Thriller|cn
127626|tt0425637|nm0000247|John Woo|Les 3 Royaumes, 1ère Partie|1946.0|director,producer,writer|2008.0|288.0|7.3|45817|7.298417343717303|Action,Adventure,Drama|zh
128015|tt0159097|nm0001068|Sofia Coppola|Virgin suicides|1971.0|actress,director,writer|1999.0|97.0|7.2|152156|7.199564362725743|Drama,Romance|en
129406|tt0159365|nm0005237|Anthony Minghella|Retour à Cold Mountain|1954.0|writer,script_department,miscellaneous|2003.0|154.0|7.2|147021|7.199549153747178|Adventure,Drama,History|en
130633|tt0082933|nm0000254|Isabelle Adjani|Possession|1955.0|actress,soundtrack,producer|1981.0|124.0|7.3|30435|7.297619113704172|Drama,Horror|fr
130692|tt0090095|nm0000254|Isabelle Adjani|Subway|1955.0|actress,soundtrack,producer|1985.0|104.0|6.5|15071|6.49853229349477|Thriller|fr
130775|tt0079641|nm0000254|Isabelle Adjani|Nosferatu : Fantôme de la Nuit|1955.0|actress,soundtrack,producer|1979.0|107.0|7.4|35381|7.397773607091465|Drama,Horror|de
130776|tt0079641|nm0001348|Werner Herzog|Nosferatu : Fantôme de la Nuit|1942.0|director,writer,actor|1979.0|107.0|7.4|35381|7.397773607091465|Drama,Horror|de
130815|tt0094828|nm0000254|Isabelle Adjani|Camille Claudel|1955.0|actress,soundtrack,producer|1988.0|175.0|7.2|6737|7.190248195551449|Biography,Drama,History|fr
130907|tt0840361|nm0515116|Blake Lively|The Town|1987.0|actress,producer,soundtrack|2010.0|125.0|7.5|380390|7.499776024186299|Crime,Drama,Thriller|en
130917|tt0840361|nm0719637|Jeremy Renner|The Town|1971.0|actor,producer,soundtrack|2010.0|125.0|7.5|380390|7.499776024186299|Crime,Drama,Thriller|en
131027|tt2267998|nm0000399|David Fincher|Gone Girl|1962.0|producer,director,actor|2014.0|149.0|8.1|944888|8.099869821535455|Drama,Mystery,Thriller|en
131087|tt2267998|nm0683253|Rosamund Pike|Gone Girl|1979.0|actress,producer,soundtrack|2014.0|149.0|8.1|944888|8.099869821535455|Drama,Mystery,Thriller|en
131592|tt0848228|nm0424060|Scarlett Johansson|Avengers|1984.0|actress,soundtrack,producer|2012.0|143.0|8.1|1347157|8.099908691772502|Action,Adventure,Sci-Fi|en
131666|tt0848228|nm0719637|Jeremy Renner|Avengers|1971.0|actor,producer,soundtrack|2012.0|143.0|8.1|1347157|8.099908691772502|Action,Adventure,Sci-Fi|en
131677|tt0848228|nm0749263|Mark Ruffalo|Avengers|1967.0|actor,producer,soundtrack|2012.0|143.0|8.1|1347157|8.099908691772502|Action,Adventure,Sci-Fi|en
131770|tt0848228|nm1130627|Cobie Smulders|Avengers|1982.0|actress,producer,soundtrack|2012.0|143.0|8.1|1347157|8.099908691772502|Action,Adventure,Sci-Fi|en
133202|tt7653254|nm3485845|Adam Driver|Marriage Story|1983.0|actor,soundtrack|2019.0|137.0|7.9|291505|7.899621315541315|Drama,Romance|en
133545|tt0452608|nm0000260|Joan Allen|Course à la mort|1956.0|actress,producer,soundtrack|2008.0|105.0|6.4|206460|6.399922951582874|Action,Sci-Fi,Thriller|en
134088|tt3170832|nm0000260|Joan Allen|Room|1956.0|actress,producer,soundtrack|2015.0|118.0|8.1|406353|8.099697324243508|Drama,Thriller|en
134111|tt3170832|nm0488953|Brie Larson|Room|1989.0|actress,soundtrack,producer|2015.0|118.0|8.1|406353|8.099697324243508|Drama,Thriller|en
134265|tt0115988|nm0000260|Joan Allen|La Chasse aux sorcières|1956.0|actress,producer,soundtrack|1996.0|124.0|6.8|37325|6.798900388620677|Drama,History|en
134432|tt0113987|nm0000260|Joan Allen|Nixon|1956.0|actress,producer,soundtrack|1995.0|192.0|7.1|30600|7.09804284413625|Biography,Drama,History|en
134542|tt0088172|nm0000313|Jeff Bridges|Starman|1949.0|actor,soundtrack,producer|1984.0|115.0|7.0|46499|6.998846435499975|Romance,Sci-Fi|en
135312|tt0093870|nm0000682|Paul Verhoeven|RoboCop|1938.0|director,producer,writer|1987.0|102.0|7.6|251219|7.599635818442028|Action,Crime,Sci-Fi|en
135759|tt0080661|nm0000361|Brian De Palma|Pulsions|1940.0|director,writer,producer|1980.0|104.0|7.1|40556|7.098522556679136|Crime,Drama,Mystery|en
136416|tt0095675|nm0000264|Pedro Almodóvar|Femmes au bord de la crise de nerfs|1949.0|writer,director,soundtrack|1988.0|88.0|7.5|40443|7.497896304985678|Comedy,Drama|es
136485|tt0101026|nm0000264|Pedro Almodóvar|Attache-moi !|1949.0|writer,director,soundtrack|1989.0|101.0|7.0|28773|6.998137318967606|Comedy,Crime,Drama|es
136582|tt0287467|nm0000264|Pedro Almodóvar|Parle avec elle|1949.0|writer,director,soundtrack|2002.0|112.0|7.9|111002|7.899005877006707|Drama,Mystery,Romance|es
136849|tt0108122|nm0000265|Robert Altman|Short Cuts|1925.0|director,producer,writer|1993.0|188.0|7.7|44425|7.697801378568376|Comedy,Drama|en
136851|tt0108122|nm0000492|Jennifer Jason Leigh|Short Cuts|1962.0|actress,producer,soundtrack|1993.0|188.0|7.7|44425|7.697801378568376|Comedy,Drama|en
136965|tt0073440|nm0000265|Robert Altman|Nashville|1925.0|director,producer,writer|1975.0|160.0|7.7|25895|7.696231902679323|Comedy,Drama,Music|en
137134|tt0061452|nm0000901|Jean-Paul Belmondo|Casino Royale|1933.0|actor,producer,stunts|1967.0|131.0|5.1|29696|5.102217404138239|Comedy|en
137411|tt0084865|nm0001175|Blake Edwards|Victor/Victoria|1922.0|writer,producer,director|1982.0|134.0|7.6|21191|7.595694350698685|Comedy,Music,Romance|en
137504|tt0059742|nm0936404|Robert Wise|La Mélodie du bonheur|1914.0|director,producer,editor|1965.0|172.0|8.1|224357|8.099451865830806|Biography,Drama,Family|en
137524|tt0107050|nm0000493|Jack Lemmon|Les Grincheux|1925.0|actor,soundtrack,producer|1993.0|103.0|7.0|48098|6.99888473515396|Comedy,Drama,Romance|en
138532|tt0105323|nm0000976|Martin Brest|Le Temps d'un week-end|1951.0|director,actor,producer|1992.0|156.0|8.0|287279|7.999593821055571|Drama|en
138877|tt0283832|nm0000322|Emmanuelle Béart|8 femmes|1963.0|actress,soundtrack|2002.0|111.0|7.0|32054|6.998327606244351|Comedy,Crime,Musical|fr
138878|tt0283832|nm0000366|Catherine Deneuve|8 femmes|1943.0|actress,soundtrack,producer|2002.0|111.0|7.0|32054|6.998327606244351|Comedy,Crime,Musical|fr
138879|tt0283832|nm0001376|Isabelle Huppert|8 femmes|1953.0|actress,soundtrack,music_department|2002.0|111.0|7.0|32054|6.998327606244351|Comedy,Crime,Musical|fr
138880|tt0283832|nm0001461|Virginie Ledoyen|8 femmes|1976.0|actress,producer,soundtrack|2002.0|111.0|7.0|32054|6.998327606244351|Comedy,Crime,Musical|fr
138926|tt0283832|nm0654830|François Ozon|8 femmes|1967.0|director,writer,editor|2002.0|111.0|7.0|32054|6.998327606244351|Comedy,Crime,Musical|fr
138939|tt0283832|nm0756203|Ludivine Sagnier|8 femmes|1979.0|actress,soundtrack|2002.0|111.0|7.0|32054|6.998327606244351|Comedy,Crime,Musical|fr
138996|tt0401711|nm0000801|Olivier Assayas|Paris, je t'aime|1955.0|writer,director,assistant_director|2006.0|120.0|7.2|72272|7.199083261626458|Comedy,Drama,Romance|fr
139108|tt0401711|nm0563740|Aïssa Maïga|Paris, je t'aime|1975.0|actress,director,producer|2006.0|120.0|7.2|72272|7.199083261626458|Comedy,Drama,Romance|fr
139114|tt0401711|nm0603446|Yolande Moreau|Paris, je t'aime|1953.0|actress,director,writer|2006.0|120.0|7.2|72272|7.199083261626458|Comedy,Drama,Romance|fr
139170|tt0401711|nm0880484|Gaspard Ulliel|Paris, je t'aime|1984.0|actor|2006.0|120.0|7.2|72272|7.199083261626458|Comedy,Drama,Romance|fr
139558|tt0127536|nm0000949|Cate Blanchett|Elizabeth|1969.0|actress,producer,writer|1998.0|124.0|7.4|97811|7.399193736127572|Biography,Drama,History|en
139737|tt0104348|nm0000273|Alan Arkin|Glengarry|1934.0|actor,soundtrack,director|1992.0|100.0|7.7|103239|7.699053142531121|Crime,Drama,Mystery|en
139739|tt0104348|nm0000493|Jack Lemmon|Glengarry|1925.0|actor,soundtrack,producer|1992.0|100.0|7.7|103239|7.699053142531121|Crime,Drama,Mystery|en
139816|tt0099487|nm0000273|Alan Arkin|Edward aux mains d'argent|1934.0|actor,soundtrack,director|1990.0|105.0|7.9|474952|7.89976756045546|Drama,Fantasy,Romance|en
139817|tt0099487|nm0000318|Tim Burton|Edward aux mains d'argent|1958.0|producer,miscellaneous,director|1990.0|105.0|7.9|474952|7.89976756045546|Drama,Fantasy,Romance|en
139963|tt0449059|nm0000273|Alan Arkin|Little Miss Sunshine|1934.0|actor,soundtrack,director|2006.0|101.0|7.8|467223|7.799777197968161|Comedy,Drama|en
140734|tt0167261|nm0000293|Sean Bean|Le Seigneur des anneaux : Les Deux Tours|1959.0|actor,producer,animation_department|2002.0|179.0|8.8|1596717|8.79989534421132|Action,Adventure,Drama|en
140738|tt0167261|nm0001557|Viggo Mortensen|Le Seigneur des anneaux : Les Deux Tours|1958.0|actor,soundtrack,producer|2002.0|179.0|8.8|1596717|8.79989534421132|Action,Adventure,Drama|en
